,Date Time,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Meta_Price,Tesla_Price,Google_Price,Nvidia_Price,Amazon_Price,Microsoft_Price,Berkshire_Price,Netflix_Price,Amazon_Price
74,2023-10-17,"4,373.20","15,122.01",177.15,324.0,254.85,139.72,439.38,131.47,332.06,"5,27,750",355.72,131.47
73,2023-10-18,"4,314.60","14,909.26",175.84,316.97,242.68,137.96,421.96,128.13,330.11,"5,18,145",346.19,128.13
72,2023-10-19,"4,278.00","14,783.13",175.46,312.81,220.11,137.75,421.01,128.4,331.32,"5,15,550",401.77,128.4
71,2023-10-20,"4,224.16","14,560.88",172.88,308.65,211.99,135.6,413.87,125.17,326.67,"5,11,000",400.96,125.17
70,2023-10-23,"4,217.04","14,604.85",173.0,314.01,212.08,136.5,429.75,126.56,329.32,"5,12,500",406.84,126.56
69,2023-10-24,"4,247.68","14,745.86",173.44,312.55,216.52,138.81,436.63,128.56,330.53,"5,16,250",413.73,128.56
68,2023-10-25,"4,186.77","14,381.64",171.1,299.53,212.42,125.61,417.79,121.39,340.67,"5,12,400",411.25,121.39
67,2023-10-26,"4,137.23","14,109.57",166.89,288.35,205.76,122.28,403.26,119.57,327.89,"5,10,125",403.54,119.57
66,2023-10-27,"4,117.37","14,180.42",168.22,296.73,207.3,122.17,405.0,127.74,329.81,"5,03,375",397.87,127.74
65,2023-10-30,"4,166.82","14,335.51",170.29,302.66,197.36,124.46,411.61,132.71,337.31,"5,13,065",410.08,132.71
64,2023-10-31,"4,193.80","14,409.78",170.77,301.27,200.84,124.08,407.8,133.09,338.11,"5,17,825",411.69,133.09
63,2023-11-01,"4,237.86","14,664.91",173.97,311.85,205.66,126.45,423.25,137.0,346.07,"5,23,749",420.19,137.0
62,2023-11-02,"4,317.78","14,919.54",177.57,310.87,218.51,127.49,435.06,138.07,348.32,"5,30,340",424.71,138.07
61,2023-11-03,"4,358.34","15,099.49",176.65,314.6,219.96,129.1,450.05,138.6,352.8,"5,33,815",432.36,138.6
60,2023-11-06,"4,365.98","15,154.93",179.23,315.8,219.27,130.25,457.51,139.74,356.53,"5,26,450",434.74,139.74
59,2023-11-07,"4,378.38","15,296.02",181.82,318.82,222.18,130.97,459.55,142.71,360.53,"5,25,280",434.61,142.71
58,2023-11-08,"4,382.78","15,313.24",182.89,319.78,222.11,131.84,465.74,142.08,363.2,"5,26,660",436.65,142.08
57,2023-11-09,"4,347.35","15,187.90",182.41,320.55,209.98,130.24,469.5,140.6,360.69,"5,28,225",435.15,140.6
56,2023-11-10,"4,415.24","15,529.12",186.4,328.77,214.65,132.59,483.35,143.56,369.67,"5,31,886",447.24,143.56
55,2023-11-13,"4,411.55","15,482.79",184.8,329.19,223.71,132.09,486.2,142.59,366.68,"5,31,288",444.62,142.59
54,2023-11-14,"4,495.70","15,812.47",187.44,336.31,237.41,133.62,496.56,145.8,370.27,"5,37,400",448.65,145.8
53,2023-11-15,"4,502.88","15,817.18",188.01,332.71,242.84,134.62,488.88,143.2,369.67,"5,42,500",461.94,143.2
52,2023-11-16,"4,508.24","15,833.17",189.71,334.19,233.59,136.93,494.8,142.83,376.17,"5,46,635",466.95,142.83
51,2023-11-17,"4,514.02","15,837.99",189.69,335.04,234.3,135.31,492.98,145.18,369.85,"5,44,190",465.91,145.18
50,2023-11-20,"4,547.38","16,027.06",191.45,339.97,235.6,136.25,504.09,146.13,377.44,"5,47,836",474.47,146.13
49,2023-11-21,"4,538.19","15,933.62",190.64,336.98,241.2,136.97,499.44,143.9,373.07,"5,47,625",474.95,143.9
48,2023-11-22,"4,556.62","16,001.39",191.31,341.49,234.21,138.49,487.16,146.71,377.85,"5,49,520",478.0,146.71
47,2023-11-24,"4,559.34","15,980.11",189.97,338.23,235.45,136.69,477.76,146.74,377.43,"5,49,500",479.56,146.74
46,2023-11-27,"4,550.43","15,961.98",189.79,334.7,236.08,136.41,482.42,147.73,378.61,"5,47,445",479.17,147.73
45,2023-11-28,"4,554.89","16,010.43",190.4,338.99,246.72,137.2,478.21,147.03,382.7,"5,46,869",479.0,147.03
44,2023-11-29,"4,550.58","15,987.60",189.37,332.2,244.14,134.99,481.4,146.32,378.85,"5,43,905",477.19,146.32
43,2023-11-30,"4,567.78","15,947.87",189.95,327.15,240.08,132.53,467.7,146.09,378.91,"5,45,900",473.97,146.09
42,2023-12-01,"4,594.63","15,997.58",191.24,324.82,238.83,131.86,467.65,147.03,374.51,"5,42,414",465.74,147.03
41,2023-12-04,"4,569.78","15,839.67",189.43,320.02,235.58,129.27,455.1,144.84,369.14,"5,42,395",453.9,144.84
40,2023-12-05,"4,567.18","15,877.71",193.42,318.29,238.72,130.99,465.66,146.88,372.52,"5,39,250",455.15,146.88
39,2023-12-06,"4,549.34","15,788.05",192.32,317.45,239.37,130.02,455.03,144.52,368.8,"5,35,220",446.73,144.52
38,2023-12-07,"4,585.59","16,022.49",194.27,326.59,242.64,136.93,465.96,146.88,370.95,"5,37,780",452.0,146.88
37,2023-12-08,"4,604.37","16,084.69",195.71,332.75,243.84,134.99,475.06,147.42,374.23,"5,40,000",453.76,147.42
36,2023-12-11,"4,622.44","16,221.74",193.18,325.28,239.74,133.29,466.27,145.89,371.3,"5,46,907",459.89,145.89
35,2023-12-12,"4,643.70","16,354.25",194.71,334.22,237.01,132.52,476.57,147.48,374.38,"5,49,240",463.0,147.48
34,2023-12-13,"4,707.09","16,562.37",197.96,334.74,239.29,132.57,480.88,148.84,374.37,"5,55,800",479.98,148.84
33,2023-12-14,"4,719.55","16,537.83",198.11,333.17,251.05,131.94,483.5,147.42,365.93,"5,49,760",469.83,147.42
32,2023-12-15,"4,719.19","16,623.45",197.57,334.92,253.5,132.6,488.9,149.97,370.73,"5,44,478",472.06,149.97
31,2023-12-18,"4,740.56","16,729.80",195.89,344.62,252.08,135.8,500.77,154.07,372.65,"5,51,182",486.12,154.07
30,2023-12-19,"4,768.37","16,811.86",196.94,350.36,257.22,136.65,496.04,153.79,373.26,"5,54,650",495.02,153.79
29,2023-12-20,"4,701.19","16,554.16",194.83,349.28,247.14,138.34,481.11,152.12,370.62,"5,43,740",489.27,152.12
28,2023-12-21,"4,746.75","16,757.41",194.68,354.09,254.5,140.42,489.9,153.84,373.54,"5,41,000",491.61,153.84
27,2023-12-22,"4,754.63","16,777.40",193.6,353.39,252.54,141.49,488.3,153.42,374.58,"5,42,600",486.76,153.42
26,2023-12-26,"4,774.75","16,878.46",193.05,354.83,256.61,141.52,492.79,153.41,374.66,"5,43,635",491.19,153.41
25,2023-12-27,"4,781.58","16,906.80",193.15,357.83,261.44,140.37,494.17,153.34,374.07,"5,43,750",491.79,153.34
24,2023-12-28,"4,783.35","16,898.47",193.58,358.32,253.18,140.23,495.22,153.38,375.28,"5,45,000",490.51,153.38
23,2023-12-29,"4,769.83","16,825.93",192.53,353.96,248.48,139.69,495.22,151.94,376.04,"5,42,625",486.88,151.94
22,2024-01-02,"4,742.83","16,543.94",185.64,346.29,248.42,138.17,481.68,149.93,370.87,"5,49,787",468.5,149.93
21,2024-01-03,"4,704.81","16,368.49",184.25,344.47,238.45,138.92,475.69,148.47,370.6,"5,56,050",470.26,148.47
20,2024-01-04,"4,688.68","16,282.01",181.91,347.12,237.93,136.39,479.98,144.57,367.94,"5,51,550",474.67,144.57
19,2024-01-05,"4,697.24","16,305.98",181.18,351.95,237.49,135.73,490.97,145.24,367.75,"5,54,300",474.06,145.24
18,2024-01-08,"4,763.54","16,649.87",185.56,358.66,240.45,138.84,522.53,149.1,374.69,"5,58,780",485.03,149.1
17,2024-01-09,"4,756.50","16,678.70",185.14,357.43,234.96,140.95,531.4,151.37,375.79,"5,56,500",482.09,151.37
16,2024-01-10,"4,783.45","16,793.04",186.19,370.47,233.94,142.28,543.5,153.73,382.77,"5,57,590",478.33,153.73
15,2024-01-11,"4,780.24","16,820.90",185.59,369.67,227.22,142.08,548.22,155.18,384.63,"5,51,695",492.23,155.18
14,2024-01-12,"4,783.83","16,832.92",185.92,374.49,218.89,142.65,547.1,154.62,388.47,"5,51,800",492.16,154.62
13,2024-01-16,"4,762.85","16,830.71",183.63,367.46,219.91,142.49,563.82,153.16,390.27,"5,47,520",481.24,153.16
12,2024-01-17,"4,739.21","16,736.28",182.68,368.37,215.55,141.47,560.53,151.71,389.47,"5,45,250",480.33,151.71
11,2024-01-18,"4,780.94","16,982.29",188.63,376.13,211.88,143.48,571.07,153.5,393.87,"5,49,477",485.31,153.5
10,2024-01-19,"4,839.81","17,314.01",191.56,383.45,212.19,146.38,594.91,155.34,398.67,"5,56,710",482.95,155.34
9,2024-01-22,"4,850.43","17,330.38",193.89,381.78,208.8,145.99,596.54,154.78,396.51,"5,58,316",485.71,154.78
8,2024-01-23,"4,864.60","17,404.21",195.18,385.2,209.14,147.04,598.73,156.02,398.9,"5,64,133",492.19,156.02
7,2024-01-24,"4,868.55","17,499.30",194.5,390.7,207.83,148.7,613.62,156.87,402.56,"5,70,977",544.87,156.87
6,2024-01-25,"4,894.16","17,516.99",194.17,393.18,182.63,151.87,616.17,157.75,404.87,"5,76,211",562.0,157.75
5,2024-01-26,"4,890.97","17,421.01",192.42,394.14,183.25,152.18,610.31,159.12,403.93,"5,82,300",570.42,159.12
4,2024-01-29,"4,927.93","17,596.27",191.73,401.02,190.93,153.51,624.65,161.26,409.72,"5,78,800",575.79,161.26
3,2024-01-30,"4,924.97","17,476.71",188.04,400.06,191.59,151.46,627.74,159.0,408.59,"5,84,680",562.85,159.0
2,2024-01-31,"4,848.87","17,137.24",184.4,390.14,187.29,140.1,615.27,155.2,397.58,"5,78,020",564.11,155.2
1,2024-02-01,"4,906.19","17,344.71",186.86,394.78,188.86,141.16,630.27,159.28,403.78,"5,81,600",567.51,159.28
0,2024-02-02,"4,958.61","17,642.73",185.85,474.99,187.91,142.38,661.6,171.81,411.22,"5,89,498",564.64,171.81
