,Date Time,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Meta_Price,Tesla_Price,Google_Price,Nvidia_Price,Amazon_Price,Microsoft_Price,Berkshire_Price,Netflix_Price,Amazon_Price
1032,2019-12-03,"3,093.20","8,254.74",64.86,198.82,22.41,64.74,51.91,88.5,149.31,"3,27,539",306.16,88.5
1031,2019-12-04,"3,112.76","8,296.53",65.44,198.71,22.2,65.95,52.35,88.03,149.85,"3,27,501",304.32,88.03
1030,2019-12-05,"3,117.43","8,308.40",66.39,199.36,22.02,66.35,52.19,87.02,149.93,"3,29,799",302.86,87.02
1029,2019-12-06,"3,145.91","8,397.37",67.68,201.05,22.39,66.97,53.04,87.58,151.75,"3,33,640",307.35,87.58
1028,2019-12-09,"3,135.96","8,362.74",66.73,201.34,22.64,67.15,53.04,87.48,151.36,"3,31,904",302.5,87.48
1027,2019-12-10,"3,132.52","8,354.29",67.12,200.87,23.26,67.14,53.49,86.96,151.13,"3,32,120",293.12,86.96
1026,2019-12-11,"3,141.63","8,402.61",67.69,202.26,23.51,67.21,54.34,87.44,151.7,"3,33,600",298.93,87.44
1025,2019-12-12,"3,168.57","8,466.89",67.86,196.75,23.98,67.42,56.02,88.02,153.24,"3,38,800",298.44,88.02
1024,2019-12-13,"3,168.80","8,487.71",68.79,194.11,23.89,67.34,56.0,88.05,154.53,"3,38,080",298.5,88.05
1023,2019-12-16,"3,191.45","8,570.33",69.97,197.92,25.43,68.03,56.29,88.46,155.53,"3,40,380",304.21,88.46
1022,2019-12-17,"3,192.52","8,575.70",70.1,198.39,25.27,67.74,57.07,89.53,154.69,"3,39,000",315.48,89.53
1021,2019-12-18,"3,191.14","8,580.62",69.94,202.5,26.21,67.6,57.38,89.2,154.37,"3,37,500",320.8,89.2
1020,2019-12-19,"3,205.37","8,641.29",70.0,206.06,26.94,67.82,58.87,89.61,155.71,"3,37,491",332.22,89.61
1019,2019-12-20,"3,221.22","8,678.49",69.86,206.3,27.04,67.56,59.84,89.33,157.41,"3,39,850",336.9,89.33
1018,2019-12-23,"3,224.01","8,696.01",71.0,206.18,27.95,67.53,59.7,89.65,157.41,"3,38,045",333.1,89.65
1017,2019-12-24,"3,223.38","8,699.51",71.07,205.12,28.35,67.22,59.66,89.46,157.38,"3,38,390",333.2,89.46
1016,2019-12-26,"3,239.91","8,778.31",72.48,207.79,28.73,68.12,59.8,93.44,158.67,"3,39,650",332.63,93.44
1015,2019-12-27,"3,240.02","8,770.98",72.45,208.1,28.69,67.73,59.22,93.49,158.96,"3,38,920",329.09,93.49
1014,2019-12-30,"3,221.29","8,709.73",72.88,204.41,27.65,66.99,58.08,92.34,157.59,"3,38,750",323.31,92.34
1013,2019-12-31,"3,230.78","8,733.07",73.41,205.25,27.89,66.97,58.83,92.39,157.7,"3,39,590",323.57,92.39
1012,2020-01-02,"3,257.85","8,872.22",75.09,209.78,28.68,68.43,59.98,94.9,160.62,"3,42,261",329.81,94.9
1011,2020-01-03,"3,234.85","8,793.90",74.36,208.67,29.53,68.08,59.02,93.75,158.62,"3,39,155",325.9,93.75
1010,2020-01-06,"3,246.28","8,848.51",74.95,212.6,30.1,69.89,59.27,95.14,159.03,"3,40,210",335.83,95.14
1009,2020-01-07,"3,237.18","8,846.45",74.6,213.06,31.27,69.76,59.98,95.34,157.58,"3,38,901",330.75,95.34
1008,2020-01-08,"3,253.05","8,912.37",75.8,215.22,32.81,70.25,60.09,94.6,160.09,"3,39,188",339.26,94.6
1007,2020-01-09,"3,274.70","8,989.63",77.41,218.3,32.09,70.99,60.76,95.05,162.09,"3,43,263",335.66,95.05
1006,2020-01-10,"3,265.35","8,966.64",77.58,218.06,31.88,71.45,61.08,94.16,161.34,"3,40,185",329.05,94.16
1005,2020-01-13,"3,288.13","9,070.65",79.24,221.91,34.99,72.0,62.99,94.56,163.28,"3,42,855",338.92,94.56
1004,2020-01-14,"3,283.15","9,033.42",78.17,219.06,35.86,71.53,61.82,93.47,162.13,"3,40,706",338.69,93.47
1003,2020-01-15,"3,289.29","9,035.67",77.83,221.15,34.57,71.96,61.39,93.1,163.18,"3,42,550",339.07,93.1
1002,2020-01-16,"3,316.81","9,125.00",78.81,221.77,34.23,72.51,62.23,93.9,166.17,"3,44,505",338.62,93.9
1001,2020-01-17,"3,329.62","9,173.73",79.68,222.14,34.03,73.98,62.32,93.24,167.1,"3,44,970",339.67,93.24
1000,2020-01-21,"3,320.79","9,166.63",79.14,221.44,36.48,74.11,61.98,94.6,166.5,"3,42,650",338.11,94.6
999,2020-01-22,"3,321.75","9,188.58",79.42,221.32,37.97,74.21,62.51,94.37,165.7,"3,44,700",326.0,94.37
998,2020-01-23,"3,325.54","9,216.98",79.81,219.76,38.15,74.23,63.22,94.23,166.72,"3,44,414",349.6,94.23
997,2020-01-24,"3,295.47","9,141.47",79.58,217.94,37.65,73.31,62.62,93.08,165.04,"3,40,199",353.16,93.08
996,2020-01-27,"3,243.63","8,952.18",77.24,214.87,37.2,71.59,60.05,91.42,162.28,"3,33,621",342.88,91.42
995,2020-01-28,"3,276.24","9,090.93",79.42,217.79,37.79,72.53,61.99,92.66,165.46,"3,36,000",348.52,92.66
994,2020-01-29,"3,273.40","9,101.61",81.08,223.23,38.73,72.83,61.38,92.9,168.04,"3,36,476",343.16,92.9
993,2020-01-30,"3,283.66","9,136.09",80.97,209.53,42.72,72.71,61.45,93.53,172.78,"3,42,000",347.74,93.53
992,2020-01-31,"3,225.52","8,991.51",77.38,201.91,43.37,71.64,59.11,100.44,170.23,"3,35,996",345.09,100.44
991,2020-02-03,"3,248.92","9,126.23",77.17,204.19,52.0,74.13,60.08,100.21,174.38,"3,34,860",358.0,100.21
990,2020-02-04,"3,297.59","9,334.06",79.71,209.83,59.14,72.27,61.78,102.48,180.12,"3,37,421",369.01,102.48
989,2020-02-05,"3,334.69","9,367.48",80.36,210.11,48.98,72.3,62.69,101.99,179.9,"3,42,615",369.67,101.99
988,2020-02-06,"3,345.78","9,445.92",81.3,210.85,49.93,73.8,63.56,102.51,183.63,"3,44,081",366.95,102.51
987,2020-02-07,"3,327.71","9,401.10",80.01,212.33,49.87,73.96,62.9,103.96,183.89,"3,40,900",366.77,103.96
986,2020-02-10,"3,352.09","9,516.84",80.39,213.06,51.42,75.43,65.74,106.7,188.7,"3,40,361",371.07,106.7
985,2020-02-11,"3,357.75","9,517.86",79.9,207.19,51.63,75.5,66.97,107.54,184.44,"3,40,780",373.69,107.54
984,2020-02-12,"3,379.45","9,613.20",81.8,210.76,51.15,75.93,68.14,108.0,184.71,"3,41,000",380.01,108.0
983,2020-02-13,"3,373.94","9,595.70",81.22,213.14,53.6,75.67,67.69,107.49,183.71,"3,38,500",381.4,107.49
982,2020-02-14,"3,380.16","9,623.58",81.24,214.18,53.34,75.94,72.45,106.74,185.35,"3,40,224",380.4,106.74
981,2020-02-18,"3,370.29","9,629.80",79.75,217.8,57.23,75.97,74.14,107.78,187.23,"3,39,745",387.78,107.78
980,2020-02-19,"3,386.15","9,718.73",80.91,217.49,61.16,76.24,78.67,108.51,187.28,"3,44,000",386.19,108.51
979,2020-02-20,"3,373.23","9,627.83",80.08,214.58,59.96,75.85,77.17,107.66,184.42,"3,42,122",386.0,107.66
978,2020-02-21,"3,337.75","9,446.69",78.26,210.18,60.07,74.17,73.52,104.8,178.59,"3,43,449",380.07,104.8
977,2020-02-24,"3,225.89","9,079.63",74.55,200.72,55.59,70.99,68.32,100.46,170.89,"3,33,190",368.7,100.46
976,2020-02-25,"3,128.21","8,834.86",72.02,196.77,53.33,69.32,65.51,98.64,168.07,"3,28,000",360.09,98.64
975,2020-02-26,"3,116.39","8,873.76",73.16,197.2,51.92,69.52,66.91,98.98,170.17,"3,24,301",379.24,98.98
974,2020-02-27,"2,978.76","8,436.67",68.38,189.75,45.27,65.75,63.15,94.22,158.18,"3,12,619",371.71,94.22
973,2020-02-28,"2,954.22","8,461.83",68.34,192.47,44.53,66.96,67.52,94.19,162.01,"3,09,096",369.03,94.19
972,2020-03-02,"3,090.23","8,877.98",74.7,196.44,49.57,69.32,69.11,97.7,172.79,"3,24,500",381.05,97.7
971,2020-03-03,"3,003.37","8,594.49",72.33,185.89,49.7,66.89,66.47,95.45,164.51,"3,13,914",368.77,95.45
970,2020-03-04,"3,130.12","8,949.28",75.69,191.76,49.97,69.08,71.13,98.79,170.55,"3,26,125",383.79,98.79
969,2020-03-05,"3,023.94","8,671.66",73.23,185.17,48.3,65.74,68.32,96.2,166.27,"3,15,000",372.78,96.2
968,2020-03-06,"2,972.37","8,530.34",72.26,181.09,46.9,64.79,66.51,95.05,161.57,"3,10,894",368.97,95.05
967,2020-03-09,"2,746.56","7,948.03",66.54,169.5,40.53,60.79,61.36,90.03,150.62,"2,90,005",346.49,90.03
966,2020-03-10,"2,882.23","8,372.26",71.33,178.19,43.02,63.76,65.27,94.59,160.92,"3,03,561",364.13,94.59
965,2020-03-11,"2,741.38","8,006.12",68.86,170.24,42.28,60.55,61.62,91.04,153.63,"2,92,130",349.92,91.04
964,2020-03-12,"2,480.64","7,263.65",62.06,154.47,37.37,55.58,54.08,83.83,139.06,"2,72,000",315.25,83.83
963,2020-03-13,"2,711.02","7,995.26",69.49,170.28,36.44,60.71,60.21,89.25,158.83,"2,89,000",336.3,89.25
962,2020-03-16,"2,386.13","7,020.38",60.55,146.01,29.67,53.65,49.1,84.46,135.42,"2,68,000",298.84,84.46
961,2020-03-17,"2,529.19","7,473.95",63.22,149.42,28.68,55.9,54.32,90.39,146.57,"2,80,248",319.75,90.39
960,2020-03-18,"2,398.10","7,175.18",61.67,146.96,24.08,54.56,50.7,91.5,140.4,"2,56,300",315.47,91.5
959,2020-03-19,"2,409.39","7,288.52",61.2,153.13,28.51,55.58,53.24,94.05,142.71,"2,61,690",332.03,94.05
958,2020-03-20,"2,304.92","6,994.29",57.31,149.73,28.5,53.41,51.44,92.3,137.35,"2,57,346",332.83,92.3
957,2020-03-23,"2,237.40","7,006.92",56.09,148.1,28.95,52.71,53.17,95.14,135.98,"2,40,000",360.27,95.14
956,2020-03-24,"2,447.33","7,553.82",61.72,160.98,33.67,56.5,62.3,97.0,148.34,"2,67,090",357.32,97.0
955,2020-03-25,"2,475.56","7,469.61",61.38,156.21,35.95,55.08,61.41,94.29,146.92,"2,70,759",342.39,94.29
954,2020-03-26,"2,630.07","7,897.13",64.61,163.34,35.21,58.15,64.31,97.77,156.11,"2,76,095",362.99,97.77
953,2020-03-27,"2,541.47","7,588.37",61.94,156.79,34.29,55.51,63.18,95.0,149.7,"2,68,126",357.12,95.0
952,2020-03-30,"2,626.65","7,889.01",63.7,165.95,33.48,57.32,66.4,98.2,160.23,"2,74,021",370.96,98.2
951,2020-03-31,"2,584.59","7,813.50",63.57,166.8,34.93,58.1,65.9,97.49,157.71,"2,72,000",375.5,97.49
950,2020-04-01,"2,470.50","7,486.29",60.23,159.6,32.1,55.1,60.77,95.39,152.11,"2,61,250",364.08,95.39
949,2020-04-02,"2,526.90","7,635.66",61.23,158.19,30.3,55.85,63.87,95.94,155.26,"2,71,475",370.08,95.94
948,2020-04-03,"2,488.65","7,528.11",60.35,154.18,32.0,54.63,60.98,95.33,153.83,"2,67,954",361.76,95.33
947,2020-04-06,"2,663.68","8,081.66",65.62,165.55,34.42,59.16,67.1,99.88,165.27,"2,77,260",379.96,99.88
946,2020-04-07,"2,659.41","8,049.31",64.86,168.83,36.36,59.13,64.76,100.58,163.49,"2,76,700",372.28,100.58
945,2020-04-08,"2,749.98","8,229.54",66.52,174.28,36.59,60.35,66.74,102.15,165.13,"2,86,999",371.12,102.15
944,2020-04-09,"2,789.82","8,238.53",67.0,175.19,38.2,60.33,65.74,102.14,165.14,"2,90,500",370.72,102.14
943,2020-04-13,"2,761.63","8,332.74",68.31,174.79,43.4,60.52,67.46,108.44,165.51,"2,82,800",396.72,108.44
942,2020-04-14,"2,846.06","8,692.16",71.76,178.17,47.33,63.26,70.99,114.17,173.7,"2,89,730",413.55,114.17
941,2020-04-15,"2,783.36","8,591.96",71.11,176.97,48.66,62.87,70.21,115.38,171.88,"2,83,750",426.75,115.38
940,2020-04-16,"2,799.55","8,757.83",71.67,176.25,49.68,62.87,73.67,120.41,177.04,"2,82,282",439.17,120.41
939,2020-04-17,"2,874.56","8,832.41",70.7,179.24,50.26,63.95,73.08,118.75,178.6,"2,84,400",422.96,118.75
938,2020-04-20,"2,823.16","8,726.51",69.23,178.24,49.76,63.06,71.76,119.68,175.06,"2,82,800",437.49,119.68
937,2020-04-21,"2,736.56","8,403.00",67.09,170.8,45.78,60.61,67.38,116.41,167.82,"2,75,750",433.83,116.41
936,2020-04-22,"2,799.31","8,664.64",69.03,182.28,48.81,62.92,71.54,118.17,173.52,"2,79,660",421.42,118.17
935,2020-04-23,"2,797.80","8,641.50",68.76,185.13,47.04,63.56,71.0,119.97,171.42,"2,78,750",426.7,119.97
934,2020-04-24,"2,836.74","8,786.60",70.74,190.07,48.34,63.83,72.4,120.51,174.55,"2,79,460",424.99,120.51
933,2020-04-27,"2,878.48","8,837.66",70.79,187.5,53.25,63.54,74.27,118.8,174.05,"2,81,264",421.38,118.8
932,2020-04-28,"2,863.39","8,677.60",69.64,182.91,51.27,61.63,72.84,115.7,169.81,"2,80,600",403.83,115.7
931,2020-04-29,"2,939.51","8,982.76",71.93,194.19,53.37,67.11,74.61,118.64,177.43,"2,84,749",411.89,118.64
930,2020-04-30,"2,912.43","9,000.51",73.45,204.71,52.13,67.33,73.07,123.7,179.21,"2,81,700",419.85,123.7
929,2020-05-01,"2,830.71","8,718.18",72.27,202.27,46.75,65.87,70.69,114.3,174.57,"2,73,975",415.27,114.3
928,2020-05-04,"2,842.74","8,834.11",73.29,205.26,50.75,66.14,72.82,115.8,178.84,"2,67,080",428.15,115.8
927,2020-05-05,"2,868.44","8,930.62",74.39,207.07,51.21,67.45,73.44,115.89,180.76,"2,64,280",424.68,115.89
926,2020-05-06,"2,848.42","8,984.86",75.16,208.47,52.17,67.27,74.45,117.56,182.54,"2,59,100",434.26,117.56
925,2020-05-07,"2,881.19","9,101.88",75.94,211.26,52.0,68.46,76.22,118.38,183.6,"2,60,750",436.53,118.38
924,2020-05-08,"2,929.80","9,220.35",77.53,212.35,54.63,69.22,78.12,118.98,184.68,"2,65,280",435.55,118.98
923,2020-05-11,"2,930.32","9,298.92",78.75,213.18,54.09,70.18,80.66,120.45,186.74,"2,61,601",440.52,120.45
922,2020-05-12,"2,870.12","9,112.45",77.85,210.1,53.96,68.76,78.03,117.85,182.51,"2,60,000",431.82,117.85
921,2020-05-13,"2,820.00","9,000.08",76.91,205.1,52.73,67.42,77.8,118.4,179.75,"2,55,715",438.27,118.4
920,2020-05-14,"2,852.50","9,094.42",77.39,206.81,53.56,67.84,80.31,119.44,180.53,"2,56,230",441.95,119.44
919,2020-05-15,"2,863.70","9,152.64",76.93,210.88,53.28,68.65,84.91,120.49,183.16,"2,53,501",454.19,120.49
918,2020-05-18,"2,953.91","9,331.93",78.74,213.19,54.24,69.26,87.5,121.31,184.91,"2,62,900",452.58,121.31
917,2020-05-19,"2,922.94","9,298.54",78.28,216.88,53.87,68.72,88.06,122.47,183.63,"2,58,700",451.04,122.47
916,2020-05-20,"2,971.61","9,485.02",79.81,229.97,54.37,70.46,89.7,124.9,185.66,"2,64,100",447.67,124.9
915,2020-05-21,"2,948.51","9,377.99",79.21,231.39,55.17,70.34,87.75,122.34,183.43,"2,61,906",436.25,122.34
914,2020-05-22,"2,955.45","9,413.99",79.72,234.91,54.46,70.66,90.26,121.84,183.51,"2,63,094",429.32,121.84
913,2020-05-27,"3,036.13","9,442.05",79.53,229.14,54.68,71.01,85.25,120.52,181.81,"2,78,495",419.89,120.52
912,2020-05-28,"3,029.73","9,416.71",79.56,225.46,53.72,70.91,84.87,120.06,181.4,"2,77,035",413.44,120.06
911,2020-05-29,"3,044.31","9,555.52",79.48,225.09,55.67,71.68,88.75,122.12,183.25,"2,78,640",419.73,122.12
910,2020-06-01,"3,055.73","9,598.89",80.46,231.91,59.87,71.74,88.06,123.55,182.83,"2,75,600",425.92,123.55
909,2020-06-02,"3,080.82","9,657.31",80.83,232.72,58.77,72.12,88.25,123.62,184.91,"2,78,560",427.31,123.62
908,2020-06-03,"3,122.87","9,704.69",81.28,230.16,58.86,71.96,87.69,123.92,185.36,"2,86,090",421.97,123.92
907,2020-06-04,"3,112.35","9,629.66",80.58,226.29,57.63,70.72,87.67,123.03,182.92,"2,87,878",414.33,123.03
906,2020-06-05,"3,193.93","9,824.39",82.88,230.77,59.04,72.0,89.2,124.15,187.2,"3,00,920",419.6,124.15
905,2020-06-08,"3,232.39","9,901.52",83.36,231.4,63.33,72.4,88.05,126.2,188.36,"3,02,235",419.49,126.2
904,2020-06-09,"3,207.18","9,967.17",86.0,238.67,62.71,72.6,90.46,130.04,189.8,"2,93,955",434.05,130.04
903,2020-06-10,"3,190.14","10,094.26",88.21,236.73,68.34,73.23,93.67,132.37,196.84,"2,87,200",434.48,132.37
902,2020-06-11,"3,002.10","9,588.48",83.97,224.43,64.86,70.09,87.96,127.9,186.27,"2,67,729",425.56,127.9
901,2020-06-12,"3,041.31","9,663.77",84.7,228.58,62.35,70.65,89.33,127.25,187.74,"2,71,515",418.07,127.25
900,2020-06-15,"3,066.59","9,776.89",85.75,232.5,66.06,71.04,91.74,128.63,188.94,"2,71,956",425.5,128.63
899,2020-06-16,"3,124.74","9,949.37",88.02,235.65,65.48,72.32,90.69,130.76,193.57,"2,73,480",436.13,130.76
898,2020-06-17,"3,113.49","9,982.48",87.9,235.53,66.12,72.63,92.36,132.05,194.24,"2,75,000",447.77,132.05
897,2020-06-18,"3,115.34","10,012.05",87.93,235.94,66.93,71.71,92.18,132.7,196.32,"2,73,000",449.87,132.7
896,2020-06-19,"3,097.74","10,008.64",87.43,238.79,66.73,71.23,92.61,133.75,195.15,"2,71,600",453.72,133.75
895,2020-06-22,"3,117.86","10,130.33",89.72,239.22,66.29,72.53,95.27,135.69,200.57,"2,72,000",468.04,135.69
894,2020-06-23,"3,131.29","10,209.82",91.63,242.24,66.79,73.2,94.5,138.22,201.91,"2,72,700",466.26,138.22
893,2020-06-24,"3,050.33","10,002.70",90.02,234.02,64.06,71.64,92.36,136.72,197.84,"2,66,440",457.85,136.72
892,2020-06-25,"3,083.76","10,101.83",91.21,235.68,65.73,72.06,94.9,137.73,200.34,"2,67,840",465.91,137.73
891,2020-06-26,"3,009.05","9,849.36",88.41,216.08,63.98,68.13,91.55,134.64,196.33,"2,63,400",443.4,134.64
890,2020-06-29,"3,053.24","9,961.16",90.44,220.64,67.29,69.86,92.0,134.02,198.44,"2,65,219",447.24,134.02
889,2020-06-30,"3,100.29","10,156.85",91.2,227.07,71.99,70.9,94.98,137.94,203.51,"2,67,300",455.04,137.94
888,2020-07-01,"3,115.86","10,279.25",91.03,237.55,74.64,72.1,95.3,143.94,204.7,"2,67,020",485.64,143.94
887,2020-07-02,"3,130.01","10,341.89",91.03,233.42,80.58,73.5,96.12,144.51,206.26,"2,67,551",476.89,144.51
886,2020-07-07,"3,145.32","10,524.01",93.17,240.86,92.66,74.5,98.72,150.01,208.25,"2,71,640",493.16,150.01
885,2020-07-08,"3,169.94","10,666.70",95.34,243.58,91.06,75.18,102.16,154.06,212.83,"2,71,770",502.78,154.06
884,2020-07-09,"3,152.05","10,754.59",95.68,244.5,92.95,75.93,105.09,159.13,214.32,"2,68,780",507.76,159.13
883,2020-07-10,"3,185.04","10,836.33",95.92,245.07,102.98,76.95,104.79,160.0,213.67,"2,73,900",548.73,160.0
882,2020-07-13,"3,155.22","10,602.21",95.48,239.0,99.8,75.61,100.52,155.2,207.07,"2,76,015",525.5,155.2
881,2020-07-14,"3,197.52","10,689.52",97.06,239.73,101.12,76.04,103.77,154.2,208.35,"2,84,780",524.88,154.2
880,2020-07-15,"3,226.56","10,701.68",97.72,240.28,103.07,75.84,102.27,150.44,208.04,"2,85,520",523.26,150.44
879,2020-07-16,"3,215.57","10,626.46",96.52,240.93,100.04,75.75,101.35,150.0,203.92,"2,86,271",527.39,150.0
878,2020-07-17,"3,224.73","10,645.22",96.33,242.03,100.06,75.84,102.02,148.1,202.88,"2,86,140",492.99,148.1
877,2020-07-20,"3,251.84","10,952.08",98.36,245.42,109.53,78.19,105.11,159.84,211.6,"2,85,590",502.41,159.84
876,2020-07-21,"3,257.30","10,833.07",97.0,241.75,104.56,77.8,103.29,156.91,208.75,"2,88,201",490.1,156.91
875,2020-07-22,"3,276.02","10,870.75",97.27,239.87,106.16,78.24,104.39,155.0,211.75,"2,87,961",489.82,155.0
874,2020-07-23,"3,235.66","10,580.59",92.84,232.6,100.87,75.84,101.3,149.33,202.54,"2,89,436",477.58,149.33
873,2020-07-24,"3,215.63","10,483.13",92.61,230.71,94.47,75.41,101.94,150.45,201.3,"2,91,621",480.45,150.45
872,2020-07-27,"3,239.41","10,674.38",94.81,233.5,102.64,76.47,104.21,152.76,203.85,"2,88,107",495.65,152.76
871,2020-07-28,"3,218.44","10,532.50",93.25,230.12,98.43,75.18,102.15,150.02,202.02,"2,90,940",488.51,150.02
870,2020-07-29,"3,258.44","10,662.98",95.04,233.29,99.94,76.18,104.65,151.68,204.06,"2,94,496",484.48,151.68
869,2020-07-30,"3,246.22","10,715.51",96.19,234.5,99.17,76.92,106.14,152.59,203.9,"2,91,362",485.8,152.59
868,2020-07-31,"3,271.12","10,905.88",106.26,253.67,95.38,74.4,106.15,158.23,205.01,"2,93,631",488.88,158.23
867,2020-08-03,"3,294.61","11,055.08",108.94,251.96,99.0,74.14,110.1,155.59,216.54,"2,98,800",498.62,155.59
866,2020-08-04,"3,306.51","11,096.54",109.67,249.83,99.13,73.67,112.28,156.94,213.29,"3,00,330",509.64,156.94
865,2020-08-05,"3,327.77","11,125.44",110.06,249.12,99.0,73.95,112.87,160.25,212.94,"3,05,200",502.11,160.25
864,2020-08-06,"3,349.16","11,267.08",113.9,265.28,99.31,75.25,113.36,161.25,216.35,"3,07,455",509.08,161.25
863,2020-08-07,"3,351.28","11,139.39",111.11,268.44,96.85,74.92,112.0,158.37,212.48,"3,14,334",494.73,158.37
862,2020-08-10,"3,360.47","11,085.17",112.73,263.0,94.57,74.84,111.65,157.41,208.25,"3,18,830",483.38,157.41
861,2020-08-11,"3,333.69","10,876.08",109.38,256.13,91.63,74.03,108.5,154.03,203.38,"3,19,380",466.93,154.03
860,2020-08-12,"3,380.35","11,157.72",113.01,259.89,103.65,75.36,114.4,158.11,209.19,"3,20,000",475.47,158.11
859,2020-08-13,"3,373.43","11,178.37",115.01,261.3,108.07,75.83,114.43,158.05,208.7,"3,18,114",481.33,158.05
858,2020-08-14,"3,372.85","11,164.45",114.91,261.24,110.05,75.23,115.64,157.4,208.9,"3,16,251",482.68,157.4
857,2020-08-17,"3,381.99","11,288.57",114.61,261.16,122.38,75.81,123.37,159.12,210.28,"3,10,220",482.35,159.12
856,2020-08-18,"3,389.78","11,399.03",115.56,262.34,125.81,77.79,122.61,165.62,211.49,"3,13,419",491.87,165.62
855,2020-08-19,"3,374.85","11,318.64",115.71,262.59,125.24,77.23,121.39,163.02,209.7,"3,10,800",484.53,163.02
854,2020-08-20,"3,385.51","11,477.05",118.28,269.01,133.46,78.81,121.41,164.87,214.58,"3,09,300",497.9,164.87
853,2020-08-21,"3,397.16","11,555.16",124.37,267.01,136.67,78.78,126.83,164.24,213.02,"3,11,126",492.31,164.24
852,2020-08-24,"3,431.28","11,626.17",125.86,271.39,134.28,79.26,127.2,165.37,213.69,"3,18,800",488.81,165.37
851,2020-08-25,"3,443.62","11,721.81",124.83,280.82,134.89,80.29,127.5,167.32,216.47,"3,19,970",490.58,167.32
850,2020-08-26,"3,478.73","11,971.94",126.52,303.91,143.54,82.21,127.73,172.09,221.15,"3,22,301",547.53,172.09
849,2020-08-27,"3,484.55","11,926.16",125.01,293.22,149.25,81.43,126.28,170.0,226.58,"3,25,659",526.27,170.0
848,2020-08-28,"3,508.01","11,995.85",124.81,293.66,147.56,81.97,131.48,170.09,228.91,"3,27,431",523.89,170.09
847,2020-08-31,"3,500.31","12,110.70",129.04,293.2,166.11,81.48,133.74,172.55,225.53,"3,27,560",529.56,172.55
846,2020-09-01,"3,526.65","12,292.86",134.18,295.44,158.35,82.75,138.21,174.96,227.27,"3,27,440",556.55,174.96
845,2020-09-02,"3,580.84","12,420.54",131.4,302.5,149.12,85.87,143.46,176.57,231.65,"3,32,840",552.84,176.57
844,2020-09-03,"3,455.06","11,771.36",120.88,291.12,135.67,81.48,130.15,168.4,217.3,"3,27,360",525.75,168.4
843,2020-09-04,"3,426.96","11,622.13",120.96,282.73,139.44,79.06,126.22,164.73,214.25,"3,27,401",516.05,164.73
842,2020-09-09,"3,398.96","11,395.85",117.32,273.72,122.09,77.36,127.15,163.43,211.29,"3,29,760",500.19,163.43
841,2020-09-10,"3,339.19","11,154.12",113.49,268.09,123.78,76.3,123.12,158.76,205.37,"3,27,214",480.67,158.76
840,2020-09-11,"3,340.97","11,087.40",112.0,266.61,124.24,75.79,121.64,155.81,204.03,"3,27,115",482.03,155.81
839,2020-09-14,"3,383.54","11,277.76",115.36,266.15,139.87,75.44,128.72,155.15,205.41,"3,29,725",476.26,155.15
838,2020-09-15,"3,401.20","11,438.87",115.54,272.42,149.92,76.76,129.91,157.81,208.78,"3,28,804",495.99,157.81
837,2020-09-16,"3,385.49","11,247.60",112.13,263.52,147.25,75.6,125.14,153.91,205.05,"3,29,801",483.86,153.91
836,2020-09-17,"3,357.01","11,080.95",110.34,254.82,141.14,74.35,124.64,150.44,202.91,"3,26,401",470.2,150.44
835,2020-09-18,"3,319.47","10,936.98",106.84,252.53,147.38,72.55,121.89,147.75,200.39,"3,27,601",469.96,147.75
834,2020-09-21,"3,281.06","10,980.22",110.08,248.15,149.8,71.51,125.17,148.02,202.54,"3,19,534",487.35,148.02
833,2020-09-22,"3,315.57","11,186.37",111.81,254.75,141.41,72.99,126.38,156.45,207.42,"3,20,601",491.17,156.45
832,2020-09-23,"3,236.92","10,833.33",107.12,249.02,126.79,70.47,121.24,149.99,200.59,"3,14,840",470.61,149.99
831,2020-09-24,"3,246.59","10,896.47",108.22,249.53,129.26,71.14,123.48,150.99,203.19,"3,13,780",473.08,150.99
830,2020-09-25,"3,298.46","11,151.13",112.28,254.82,135.78,71.95,128.74,154.76,207.82,"3,15,156",482.88,154.76
829,2020-09-28,"3,351.60","11,364.45",114.96,256.82,140.4,72.93,130.35,158.7,209.44,"3,20,061",490.65,158.7
828,2020-09-29,"3,335.47","11,322.95",114.09,261.79,139.69,73.3,132.26,157.24,207.26,"3,15,891",493.48,157.24
827,2020-09-30,"3,363.00","11,418.06",115.81,261.9,143.0,73.28,135.3,157.44,210.33,"3,20,001",500.03,157.44
826,2020-10-01,"3,380.80","11,583.20",116.79,266.63,149.39,74.39,136.15,161.06,212.46,"3,18,600",527.51,161.06
825,2020-10-02,"3,348.44","11,255.69",113.02,259.94,138.36,72.78,130.62,156.25,206.19,"3,17,480",503.06,156.25
824,2020-10-05,"3,408.63","11,509.06",116.5,264.65,141.89,74.14,136.43,159.96,210.38,"3,19,000",520.65,159.96
823,2020-10-06,"3,360.95","11,291.27",113.16,258.66,137.99,72.55,137.37,155.0,205.91,"3,15,350",505.87,155.0
822,2020-10-07,"3,419.45","11,503.19",115.08,258.12,141.77,72.96,139.64,159.78,209.83,"3,19,571",534.66,159.78
821,2020-10-08,"3,446.83","11,550.94",114.97,263.76,141.97,74.17,138.39,159.53,210.58,"3,23,275",531.79,159.53
820,2020-10-09,"3,477.13","11,725.85",116.97,264.45,144.67,75.52,137.63,164.33,215.81,"3,23,470",539.44,164.33
