,Date Time,Apple_Price,Meta_Price,Tesla_Price,Google_Price,Nvidia_Price,Amazon_Price
723,2021-03-05,121.42,264.28,199.32,104.85,124.61,150.02
722,2021-03-08,116.36,255.31,187.67,100.38,115.93,147.6
721,2021-03-09,121.08,265.74,224.53,102.02,125.2,153.14
720,2021-03-10,119.98,264.9,222.69,101.81,124.68,152.88
719,2021-03-11,121.96,273.88,233.2,105.03,129.93,155.68
718,2021-03-12,121.03,268.4,231.24,102.5,128.56,154.47
717,2021-03-15,123.99,273.75,235.98,102.72,131.91,154.08
716,2021-03-16,125.57,279.28,225.63,104.19,132.91,154.59
715,2021-03-17,124.76,284.01,233.94,104.11,133.41,156.79
714,2021-03-18,120.53,278.62,217.72,101.07,127.22,151.4
713,2021-03-19,119.99,290.11,218.29,101.35,128.46,153.75
712,2021-03-22,123.39,293.54,223.33,101.53,131.86,155.54
711,2021-03-23,122.54,290.63,220.72,102.07,130.71,156.88
710,2021-03-24,120.09,282.14,210.09,101.63,126.43,154.35
709,2021-03-25,120.59,278.74,213.46,101.62,125.35,152.31
708,2021-03-26,121.21,283.02,206.24,101.24,128.39,152.6
707,2021-03-29,121.39,290.82,203.76,102.29,129.48,153.79
706,2021-03-30,119.9,288.0,211.87,102.32,128.72,152.76
705,2021-03-31,122.15,294.53,222.64,103.13,133.48,154.7
704,2021-04-01,123.0,298.66,220.58,106.49,138.12,158.05
703,2021-04-05,125.9,308.91,230.35,110.95,139.88,161.34
702,2021-04-06,126.21,306.26,230.54,110.46,138.62,161.19
701,2021-04-07,127.9,313.09,223.66,111.95,141.43,163.97
700,2021-04-08,130.36,313.02,227.93,112.52,143.17,164.97
699,2021-04-09,132.99,312.46,225.67,113.53,144.0,168.61
698,2021-04-12,131.24,311.54,233.99,112.23,152.09,168.97
697,2021-04-13,134.43,309.76,254.11,112.72,156.79,170.0
696,2021-04-14,132.03,302.82,244.08,112.1,152.77,166.65
695,2021-04-15,134.5,307.82,246.28,114.26,161.37,168.95
694,2021-04-16,134.16,306.18,246.59,114.14,159.13,169.97
693,2021-04-19,134.84,302.24,238.21,114.49,153.62,168.6
692,2021-04-20,133.11,302.65,239.66,113.95,151.71,166.73
691,2021-04-21,133.5,301.47,248.04,113.92,153.6,168.1
690,2021-04-22,131.94,296.52,239.9,112.63,148.5,165.45
689,2021-04-23,134.32,301.13,243.13,115.0,152.65,167.04
688,2021-04-26,134.72,303.04,246.07,115.5,154.78,170.45
687,2021-04-27,134.39,303.57,234.91,114.55,153.82,170.87
686,2021-04-28,133.58,307.1,231.47,117.95,152.77,172.93
685,2021-04-29,133.48,329.51,225.67,119.64,153.25,173.57
684,2021-04-30,131.46,325.08,236.48,117.68,150.1,173.37
683,2021-05-03,132.54,322.58,228.3,117.15,148.37,169.32
682,2021-05-04,127.85,318.36,224.53,115.34,143.51,165.59
681,2021-05-05,128.1,315.02,223.65,115.74,144.59,163.53
680,2021-05-06,129.74,320.02,221.18,116.87,145.23,165.32
679,2021-05-07,130.21,319.08,224.12,117.6,148.12,164.58
678,2021-05-10,126.85,305.97,209.68,114.59,142.66,159.52
677,2021-05-11,125.91,306.53,205.73,113.5,143.06,161.2
676,2021-05-12,122.77,302.55,196.63,110.01,137.59,157.6
675,2021-05-13,124.97,305.26,190.56,111.45,136.65,158.07
674,2021-05-14,127.45,315.94,196.58,113.92,142.43,161.15
673,2021-05-17,126.27,315.46,192.28,114.45,141.65,163.52
672,2021-05-18,124.85,309.96,192.62,113.12,140.16,161.61
671,2021-05-19,124.69,313.59,187.82,113.57,140.66,161.59
670,2021-05-20,127.31,318.61,195.59,115.35,146.13,162.38
669,2021-05-21,125.43,316.23,193.63,114.71,149.92,160.15
668,2021-05-24,127.1,324.63,202.15,118.05,156.12,162.25
667,2021-05-25,126.9,327.79,201.56,118.14,156.48,162.95
666,2021-05-26,126.85,327.66,206.38,119.02,157.0,163.26
665,2021-05-27,125.28,332.75,210.28,118.13,154.88,161.51
664,2021-05-28,124.61,328.73,208.41,117.84,162.45,161.15
663,2021-06-02,125.06,329.15,201.71,118.53,167.78,161.7
662,2021-06-03,123.54,326.04,190.95,117.38,169.7,159.35
661,2021-06-04,125.89,330.35,199.68,119.68,175.78,160.31
660,2021-06-07,125.9,336.58,201.71,120.11,176.19,159.9
659,2021-06-08,126.74,333.68,201.2,119.92,174.57,163.21
658,2021-06-09,127.13,330.25,199.59,120.4,173.58,164.06
657,2021-06-10,126.11,332.46,203.37,121.76,174.25,167.48
656,2021-06-11,127.35,331.26,203.3,121.51,178.25,167.34
655,2021-06-14,130.48,336.77,205.9,122.45,180.19,169.19
654,2021-06-15,129.64,336.75,199.79,121.42,177.88,169.16
653,2021-06-16,130.15,331.08,201.62,120.77,178.1,170.76
652,2021-06-17,131.79,336.51,205.53,121.74,186.57,174.46
651,2021-06-18,130.46,329.66,207.77,120.11,186.39,174.34
650,2021-06-21,132.3,332.29,206.94,121.81,184.27,172.7
649,2021-06-22,133.98,339.03,207.9,122.33,188.87,175.27
648,2021-06-23,133.7,340.59,218.86,122.13,190.57,175.19
647,2021-06-24,133.41,343.18,226.61,122.5,192.05,172.45
646,2021-06-25,133.11,341.37,223.96,122.51,190.31,170.07
645,2021-06-28,134.78,355.64,229.57,122.54,199.85,172.19
644,2021-06-29,136.33,351.89,226.92,122.27,200.27,172.41
643,2021-06-30,136.96,347.71,226.57,122.09,200.02,172.01
642,2021-07-01,137.27,354.39,225.97,122.44,202.12,171.65
641,2021-07-02,139.96,354.7,226.3,125.26,204.87,175.55
640,2021-07-07,144.57,350.49,214.88,126.47,203.72,184.83
639,2021-07-08,143.24,345.65,217.6,125.04,199.03,186.57
638,2021-07-09,145.11,350.42,218.98,125.52,200.5,185.97
637,2021-07-12,144.5,353.16,228.57,126.98,205.13,185.93
636,2021-07-13,145.64,352.09,222.85,127.34,202.5,183.87
635,2021-07-14,149.15,347.63,217.79,128.24,198.41,184.08
634,2021-07-15,148.48,344.46,216.87,127.0,189.66,181.56
633,2021-07-16,146.39,341.16,214.74,126.97,181.61,178.68
632,2021-07-19,142.45,336.95,215.41,124.58,187.8,177.48
631,2021-07-20,146.15,341.66,220.17,126.21,186.12,178.66
630,2021-07-21,145.4,346.23,218.43,127.55,194.1,179.26
629,2021-07-22,146.8,351.19,216.42,128.42,195.94,181.9
628,2021-07-23,148.56,369.79,214.46,133.01,195.58,182.83
627,2021-07-26,148.99,372.46,219.21,134.04,192.94,184.99
626,2021-07-27,146.77,367.81,214.93,131.9,192.08,181.32
625,2021-07-28,144.98,373.28,215.66,136.09,195.03,181.52
624,2021-07-29,145.64,358.32,225.78,135.78,196.62,180.0
623,2021-07-30,145.86,356.3,229.07,134.73,194.99,166.38
622,2021-08-02,145.52,351.95,236.56,134.85,197.5,166.57
621,2021-08-03,147.36,351.24,236.58,135.63,198.15,168.31
620,2021-08-04,146.95,358.92,236.97,135.13,202.74,167.74
619,2021-08-05,147.06,362.97,238.21,136.25,206.37,168.8
618,2021-08-06,146.14,363.51,233.03,135.74,203.66,167.25
617,2021-08-09,146.09,361.61,237.92,136.91,202.95,167.09
616,2021-08-10,145.6,361.13,236.66,136.81,199.36,166.03
615,2021-08-11,145.86,359.96,235.94,136.28,196.99,164.61
614,2021-08-12,148.89,362.65,240.75,137.19,199.05,165.18
613,2021-08-13,149.1,363.18,239.06,137.73,201.88,164.7
612,2021-08-16,151.12,366.56,228.72,138.31,199.5,164.95
611,2021-08-17,150.19,358.45,221.9,136.66,194.58,162.1
610,2021-08-18,146.36,355.45,229.66,135.45,190.4,160.06
609,2021-08-19,146.7,355.12,224.49,135.68,197.98,159.39
608,2021-08-20,148.19,359.37,226.75,137.43,208.16,160.0
607,2021-08-23,149.71,363.35,235.43,140.04,219.58,163.29
606,2021-08-24,149.62,365.51,236.16,141.26,217.93,165.29
605,2021-08-25,148.36,368.39,237.07,142.08,222.13,164.96
604,2021-08-26,147.54,364.38,233.72,141.44,220.68,165.8
603,2021-08-27,148.6,372.63,237.31,144.0,226.36,167.48
602,2021-08-30,153.12,380.66,243.64,144.59,226.88,171.08
601,2021-08-31,151.83,379.38,245.24,144.7,223.85,173.54
600,2021-09-01,152.51,382.05,244.7,145.22,224.41,173.95
599,2021-09-02,153.65,375.28,244.13,143.29,223.96,173.16
598,2021-09-03,154.3,376.26,244.52,143.74,228.43,173.9
597,2021-09-08,155.11,377.57,251.29,143.69,223.39,176.28
596,2021-09-09,154.07,378.0,251.62,143.54,221.77,174.21
595,2021-09-10,148.97,378.69,245.42,140.88,224.78,173.46
594,2021-09-13,149.55,376.51,247.67,142.33,221.52,172.86
593,2021-09-14,148.12,376.53,248.16,142.54,222.42,172.5
592,2021-09-15,149.03,373.92,251.94,144.43,223.41,173.79
591,2021-09-16,148.79,373.06,252.33,143.61,222.42,174.41
590,2021-09-17,146.06,364.72,253.16,140.8,219.0,173.13
589,2021-09-20,142.94,355.7,243.39,138.72,211.13,167.79
588,2021-09-21,143.43,357.48,246.46,139.03,212.46,167.18
587,2021-09-22,145.85,343.21,250.65,140.28,219.41,169.0
586,2021-09-23,146.83,345.96,251.21,141.22,224.82,170.8
585,2021-09-24,146.92,352.96,258.13,142.21,220.81,171.28
584,2021-09-27,145.37,353.58,263.79,141.07,216.6,170.29
583,2021-09-28,141.91,340.65,259.19,135.83,206.99,165.8
582,2021-09-29,142.83,339.61,260.44,134.35,205.17,165.06
581,2021-09-30,141.5,339.39,258.49,133.68,207.16,164.25
580,2021-10-01,142.65,343.01,258.41,136.54,207.42,164.16
579,2021-10-04,139.14,326.23,260.51,133.66,197.32,159.49
578,2021-10-05,141.11,332.96,260.2,136.02,204.51,161.05
577,2021-10-06,142.0,333.64,260.92,137.57,207.0,163.1
576,2021-10-07,143.29,329.22,264.54,139.23,210.75,165.12
575,2021-10-08,142.9,330.05,261.83,139.79,208.31,164.43
574,2021-10-11,142.81,325.45,263.98,138.91,206.95,162.31
573,2021-10-12,141.51,323.77,268.57,136.45,206.71,162.37
572,2021-10-13,140.91,324.54,270.36,137.58,209.39,164.21
571,2021-10-14,143.76,328.53,272.77,141.15,217.46,164.99
570,2021-10-15,144.84,324.76,281.01,141.37,218.62,170.45
569,2021-10-18,146.55,335.34,290.04,142.78,222.22,172.34
568,2021-10-19,148.76,339.99,288.09,143.24,222.9,172.21
567,2021-10-20,149.26,340.78,288.6,141.77,221.03,170.75
566,2021-10-21,149.48,341.88,298.0,141.89,226.92,171.75
565,2021-10-22,148.69,324.61,303.23,137.57,227.26,166.78
564,2021-10-25,148.64,328.69,341.62,137.45,231.66,166.02
563,2021-10-26,149.32,315.81,339.48,139.31,247.17,168.8
562,2021-10-27,148.85,312.22,345.95,146.22,244.51,169.62
561,2021-10-28,152.57,316.92,359.01,145.85,249.41,172.33
560,2021-10-29,149.8,323.57,371.33,148.05,255.67,168.62
559,2021-11-01,148.96,329.98,402.86,143.5,258.27,165.91
558,2021-11-02,150.02,328.08,390.67,145.43,264.01,165.64
557,2021-11-03,151.49,331.62,404.62,146.6,265.98,169.2
556,2021-11-04,150.96,335.85,409.97,148.27,298.01,173.85
555,2021-11-05,151.28,341.13,407.36,148.85,297.52,175.95
554,2021-11-08,150.44,338.62,387.65,149.03,308.04,174.45
553,2021-11-09,150.81,335.37,341.17,148.92,306.57,178.81
552,2021-11-10,147.92,327.64,355.98,145.89,294.59,174.1
551,2021-11-11,147.87,327.74,354.5,145.77,303.9,173.62
550,2021-11-12,149.99,340.89,344.47,148.68,303.9,176.26
549,2021-11-15,150.0,347.56,337.8,148.45,300.25,177.28
548,2021-11-16,151.0,342.96,351.58,147.88,302.03,177.03
547,2021-11-17,153.49,340.77,363.0,148.05,292.61,177.45
546,2021-11-18,157.87,338.69,365.46,149.84,316.75,184.8
545,2021-11-19,160.55,345.3,379.02,148.93,329.85,183.83
544,2021-11-22,161.02,341.01,385.62,146.3,319.56,178.63
543,2021-11-23,161.41,337.25,369.68,145.78,317.46,179.0
542,2021-11-24,161.94,341.06,372.0,146.12,326.74,179.02
541,2021-11-29,160.24,338.03,379.0,145.53,333.76,178.08
540,2021-11-30,165.3,324.46,381.59,141.9,326.76,175.35
539,2021-12-01,164.77,310.6,365.0,141.05,314.35,172.19
538,2021-12-02,163.76,310.39,361.53,142.97,321.26,171.87
537,2021-12-03,161.84,306.84,338.32,142.0,306.93,169.49
536,2021-12-06,165.32,317.87,336.34,143.15,300.37,171.37
535,2021-12-07,171.18,322.81,350.58,147.27,324.27,176.16
534,2021-12-08,175.08,330.56,356.32,148.19,318.26,176.16
533,2021-12-09,174.56,329.82,334.6,147.64,304.9,174.17
532,2021-12-10,179.45,329.75,339.01,148.0,301.98,172.21
531,2021-12-13,175.74,334.49,322.14,145.83,281.61,169.57
530,2021-12-14,174.33,333.74,319.5,143.91,283.37,169.09
529,2021-12-15,179.3,341.66,325.33,146.44,304.59,173.31
528,2021-12-16,172.26,334.9,308.97,144.45,283.87,168.87
527,2021-12-17,171.14,333.79,310.86,141.73,278.01,170.02
526,2021-12-20,169.75,325.45,299.98,141.61,277.19,167.08
525,2021-12-21,172.99,334.2,312.84,143.47,290.75,170.42
524,2021-12-22,175.64,330.45,336.29,146.41,294.0,171.04
523,2021-12-23,176.28,335.24,355.67,146.92,296.4,171.07
522,2021-12-27,180.33,346.18,364.65,147.91,309.45,169.67
521,2021-12-28,179.29,346.22,362.82,146.69,303.22,170.66
520,2021-12-29,179.38,342.94,362.06,146.65,300.01,169.2
519,2021-12-30,178.2,344.36,356.78,146.2,295.86,168.64
518,2021-12-31,177.57,336.35,352.26,144.85,294.11,166.72
517,2022-01-03,182.01,338.54,399.93,144.99,301.21,170.4
516,2022-01-04,179.7,336.53,383.2,144.4,292.9,167.52
515,2022-01-05,174.92,324.17,362.71,137.77,276.04,164.36
514,2022-01-06,172.0,332.46,354.9,137.75,281.78,163.25
513,2022-01-07,172.17,331.79,342.32,137.02,272.47,162.55
512,2022-01-10,172.19,328.07,352.71,138.67,274.0,161.49
511,2022-01-11,175.08,334.37,354.8,139.74,278.17,165.36
510,2022-01-12,175.53,333.26,368.74,141.43,279.99,165.21
509,2022-01-13,172.19,326.48,343.85,138.59,265.75,161.21
508,2022-01-14,173.07,331.9,349.87,139.48,269.42,162.14
507,2022-01-19,166.23,319.59,331.88,135.12,250.67,156.3
506,2022-01-20,164.51,316.56,332.09,133.31,241.5,151.67
505,2022-01-21,162.41,303.17,314.63,130.35,233.74,142.64
504,2022-01-24,161.62,308.71,310.0,130.8,233.72,144.54
503,2022-01-25,159.78,300.15,306.13,126.93,223.24,139.99
502,2022-01-26,159.69,294.63,312.47,129.23,227.72,138.87
501,2022-01-27,159.22,294.64,276.37,129.01,219.44,139.64
500,2022-01-28,170.33,301.71,282.12,133.35,228.4,143.98
499,2022-01-31,174.78,313.26,312.24,135.3,244.86,149.57
498,2022-02-01,174.61,319.0,310.42,137.64,246.38,151.19
497,2022-02-02,175.84,323.0,301.89,148.0,252.42,150.61
496,2022-02-03,172.9,237.76,297.05,143.09,239.48,138.85
495,2022-02-04,172.39,237.09,307.77,143.29,243.19,157.64
494,2022-02-07,171.66,224.91,302.45,139.2,247.28,157.94
493,2022-02-08,174.83,220.18,307.33,139.4,251.08,161.41
492,2022-02-09,176.28,232.0,310.67,141.59,267.05,161.19
491,2022-02-10,172.12,228.07,301.52,138.62,258.24,159.0
490,2022-02-11,168.64,219.55,286.67,134.28,239.49,153.29
489,2022-02-14,168.88,217.7,291.92,135.53,242.67,155.17
488,2022-02-15,172.79,221.0,307.48,136.61,264.95,156.51
487,2022-02-16,172.55,216.54,307.8,137.74,265.11,158.1
486,2022-02-17,168.88,207.71,292.12,132.54,245.07,154.65
485,2022-02-18,167.3,206.16,285.66,130.4,236.42,152.6
484,2022-02-23,160.07,198.45,254.68,127.59,223.87,144.83
483,2022-02-24,162.74,207.6,266.92,132.69,237.48,151.36
482,2022-02-25,164.85,210.48,269.96,134.46,241.57,153.79
481,2022-02-28,165.12,211.03,290.14,135.06,243.85,153.56
480,2022-03-01,163.2,203.49,288.12,134.06,234.77,151.14
479,2022-03-02,166.56,208.11,293.3,134.57,242.2,152.05
478,2022-03-03,166.23,202.97,279.76,133.9,237.14,147.9
477,2022-03-04,163.17,200.06,279.43,131.91,229.36,145.64
476,2022-03-07,159.3,187.47,268.19,126.38,213.52,137.45
475,2022-03-08,157.44,190.29,274.8,127.1,215.14,136.01
474,2022-03-09,162.95,198.5,286.32,133.42,230.14,139.28
473,2022-03-10,158.52,195.21,279.43,132.43,226.58,146.82
472,2022-03-11,154.73,187.61,265.12,129.87,221.0,145.52
471,2022-03-14,150.62,186.63,255.46,125.95,213.3,141.85
470,2022-03-15,155.09,192.03,267.3,129.2,229.73,147.37
469,2022-03-16,159.59,203.63,280.08,133.28,244.96,153.1
468,2022-03-17,160.62,207.84,290.53,133.84,247.66,157.24
467,2022-03-18,163.98,216.49,301.8,136.13,264.53,161.25
466,2022-03-21,165.38,211.49,307.05,136.1,267.34,161.49
465,2022-03-22,168.82,216.65,331.33,139.87,265.24,164.89
464,2022-03-23,170.21,213.46,333.04,138.28,256.34,163.41
463,2022-03-24,174.07,219.57,337.97,141.57,281.5,163.65
462,2022-03-25,174.72,221.82,336.88,141.67,276.92,164.77
461,2022-03-28,175.6,223.59,363.95,141.46,282.19,168.99
460,2022-03-29,178.96,229.86,366.52,142.51,286.56,169.31
459,2022-03-30,177.77,227.85,364.66,141.94,276.9,166.3
458,2022-03-31,174.61,222.36,359.2,139.07,272.86,163.0
457,2022-04-01,174.31,224.85,361.53,140.15,267.12,163.56
456,2022-04-04,178.44,233.89,381.82,142.97,273.6,168.35
455,2022-04-05,175.06,231.84,363.75,140.59,259.31,164.06
454,2022-04-06,171.83,223.3,348.59,136.55,244.07,158.76
453,2022-04-07,172.14,222.95,352.42,135.89,242.08,157.78
452,2022-04-08,170.09,222.33,341.83,133.29,231.19,154.46
451,2022-04-11,165.75,216.46,325.31,128.82,219.17,151.12
450,2022-04-12,167.66,214.14,328.98,127.71,215.04,150.79
449,2022-04-13,170.4,214.99,340.79,129.89,222.03,155.54
448,2022-04-14,165.29,210.18,328.33,126.73,212.58,151.71
447,2022-04-18,165.07,210.77,334.76,127.68,217.83,152.78
446,2022-04-19,167.4,217.31,342.72,130.01,221.98,158.12
445,2022-04-20,167.23,200.42,325.73,128.04,214.82,154.0
444,2022-04-21,166.42,188.07,336.26,124.81,201.83,148.3
443,2022-04-22,161.79,184.11,335.02,119.64,195.15,144.35
442,2022-04-25,162.88,186.99,332.67,123.07,199.02,146.07
441,2022-04-26,156.8,180.95,292.14,118.65,187.88,139.39
440,2022-04-27,156.57,174.95,293.84,114.29,184.15,138.17
439,2022-04-28,163.64,205.73,292.5,118.52,197.82,144.6
438,2022-04-29,157.65,200.47,290.25,114.11,185.47,124.28
437,2022-05-02,157.96,211.13,300.98,116.58,195.33,124.5
436,2022-05-03,159.48,212.03,303.08,117.33,196.02,124.25
435,2022-05-04,166.02,223.41,317.54,122.26,203.34,125.93
434,2022-05-05,156.77,208.28,291.09,116.51,188.44,116.41
433,2022-05-06,157.28,203.77,288.55,115.75,186.75,114.77
432,2022-05-09,152.06,196.21,262.37,112.51,169.5,108.79
431,2022-05-10,154.51,197.65,266.68,114.39,175.95,108.86
430,2022-05-11,146.5,188.74,244.67,113.6,166.3,105.37
429,2022-05-12,142.56,191.24,242.67,112.84,161.75,106.93
428,2022-05-13,147.11,198.62,256.53,116.05,177.06,113.06
427,2022-05-16,145.54,200.04,241.46,114.44,172.64,110.81
426,2022-05-17,149.24,202.62,253.87,116.47,181.77,115.37
425,2022-05-18,140.82,192.24,236.6,111.9,169.38,107.11
424,2022-05-19,137.35,191.29,236.47,110.38,171.24,107.32
423,2022-05-20,137.59,193.54,221.3,108.91,166.94,107.59
422,2022-05-23,143.11,196.23,224.97,111.49,168.98,107.56
421,2022-05-24,140.36,181.28,209.39,105.97,161.54,104.1
420,2022-05-25,140.52,183.83,219.6,105.81,169.75,106.78
419,2022-05-26,143.78,191.63,235.91,107.79,178.51,111.08
418,2022-05-27,149.64,195.13,253.21,112.32,188.11,115.15
417,2022-06-01,148.71,188.64,246.79,113.89,183.2,121.68
416,2022-06-02,151.21,198.86,258.33,117.62,195.92,125.51
415,2022-06-03,145.38,190.78,234.52,114.54,187.2,122.35
414,2022-06-06,146.14,194.25,238.28,116.82,187.86,124.79
413,2022-06-07,148.71,195.65,238.89,117.15,189.26,123.0
412,2022-06-08,147.96,196.64,241.87,117.19,186.48,121.18
411,2022-06-09,142.64,184.0,239.71,114.84,180.48,116.15
410,2022-06-10,137.13,175.57,232.23,111.16,169.74,109.65
409,2022-06-13,131.88,164.26,215.74,106.39,156.47,103.67
408,2022-06-14,132.76,163.73,220.89,106.72,158.36,102.31
407,2022-06-15,135.43,169.35,233.0,109.76,165.27,107.67
406,2022-06-16,130.06,160.87,213.1,106.03,156.01,103.66
405,2022-06-17,131.56,163.74,216.76,107.14,158.8,106.22
404,2022-06-22,135.35,155.85,236.09,111.49,163.6,108.95
403,2022-06-23,138.27,158.75,235.07,112.24,162.25,112.44
402,2022-06-24,141.66,170.16,245.71,117.97,171.26,116.46
401,2022-06-27,141.66,169.49,244.92,115.83,168.69,113.22
400,2022-06-28,137.44,160.68,232.66,112.01,159.82,107.4
399,2022-06-29,139.23,163.94,228.49,111.7,155.42,108.92
398,2022-06-30,136.72,161.25,224.47,108.96,151.59,106.21
397,2022-07-01,138.93,160.03,227.26,108.74,145.23,109.56
396,2022-07-06,142.92,169.77,231.73,114.57,151.3,114.33
395,2022-07-07,146.35,172.19,244.54,118.78,158.58,116.33
394,2022-07-08,147.04,170.88,250.76,119.35,158.38,115.54
393,2022-07-11,144.87,162.88,234.34,115.68,151.52,111.75
392,2022-07-12,145.86,163.27,233.07,114.02,150.82,109.22
391,2022-07-13,145.49,163.49,237.04,111.35,151.64,110.4
390,2022-07-14,148.47,158.05,238.31,110.37,153.72,110.63
389,2022-07-15,150.17,164.7,240.07,111.78,157.62,113.55
388,2022-07-18,147.07,167.23,240.55,109.03,161.01,113.76
387,2022-07-19,151.0,175.78,245.53,113.81,169.92,118.21
386,2022-07-20,153.04,183.09,247.5,113.9,178.07,122.77
385,2022-07-21,155.35,183.17,271.71,114.34,180.5,124.63
384,2022-07-22,154.09,169.27,272.24,107.9,173.19,122.42
383,2022-07-25,152.95,166.65,268.43,107.51,170.24,121.14
382,2022-07-26,151.6,159.15,258.86,105.02,165.33,114.81
381,2022-07-27,156.79,169.58,274.82,113.06,177.9,120.97
380,2022-07-28,157.35,160.72,280.9,114.22,179.84,122.28
379,2022-07-29,162.51,159.1,297.15,116.32,181.63,134.95
378,2022-08-01,161.51,159.93,297.28,114.86,184.41,135.39
377,2022-08-02,160.01,160.19,300.59,115.13,185.26,134.16
376,2022-08-03,166.13,168.8,307.4,118.08,188.93,139.52
375,2022-08-04,165.81,170.57,308.63,118.19,192.15,142.57
374,2022-08-05,165.35,167.11,288.17,117.47,189.89,140.8
373,2022-08-08,164.87,170.25,290.42,117.3,177.93,139.41
372,2022-08-09,164.92,168.53,283.33,116.63,170.86,137.83
371,2022-08-10,169.24,178.34,294.36,119.7,180.97,142.69
370,2022-08-11,168.49,177.49,286.63,118.84,179.42,140.64
369,2022-08-12,172.1,180.5,300.03,121.68,187.09,143.55
368,2022-08-15,173.19,180.89,309.32,122.08,190.32,143.18
367,2022-08-16,173.03,179.47,306.56,121.7,188.79,144.78
366,2022-08-17,174.55,174.85,304.0,119.55,183.35,142.1
365,2022-08-18,174.15,174.66,302.87,120.17,187.73,142.3
364,2022-08-19,171.52,167.96,296.67,117.21,178.49,138.23
363,2022-08-22,167.57,163.05,289.91,114.24,170.34,133.22
362,2022-08-23,167.23,161.11,296.45,113.86,171.81,133.62
361,2022-08-24,167.53,163.26,297.1,113.69,172.22,133.8
360,2022-08-25,170.03,168.78,296.07,116.65,179.13,137.28
359,2022-08-26,163.62,161.78,288.09,110.34,162.6,130.75
358,2022-08-29,161.38,159.17,284.82,109.42,158.01,129.79
357,2022-08-30,158.91,157.16,277.7,108.94,154.68,128.73
356,2022-08-31,157.22,162.93,275.61,108.22,150.94,126.77
355,2022-09-01,157.96,165.36,277.16,109.74,139.37,127.82
354,2022-09-02,155.81,160.32,270.21,107.85,136.47,127.51
353,2022-09-07,155.96,160.39,283.7,109.45,137.14,129.48
352,2022-09-08,154.46,162.06,289.26,108.38,139.9,129.82
351,2022-09-09,157.37,169.15,299.68,110.65,143.87,133.27
350,2022-09-12,163.43,168.96,304.42,110.86,145.05,136.45
349,2022-09-13,153.84,153.13,292.13,104.32,131.31,126.82
348,2022-09-14,155.31,151.47,302.61,105.0,131.28,128.55
347,2022-09-15,152.37,149.55,303.75,102.91,129.29,126.28
346,2022-09-16,150.7,146.29,303.35,102.8,131.98,123.53
345,2022-09-19,154.48,148.02,309.07,103.07,133.82,124.66
344,2022-09-20,156.9,146.09,308.73,101.14,131.76,122.19
343,2022-09-21,153.72,142.12,300.8,99.28,132.61,118.54
342,2022-09-22,152.74,142.82,288.59,100.14,125.61,117.31
341,2022-09-23,150.43,140.41,275.33,98.74,125.16,113.78
340,2022-09-26,150.77,136.37,276.01,98.17,122.28,115.15
339,2022-09-27,151.76,134.4,282.94,97.5,124.13,114.41
338,2022-09-28,149.84,141.61,287.81,100.05,127.36,118.01
337,2022-09-29,142.48,136.41,268.21,97.42,122.2,114.8
336,2022-09-30,138.2,135.68,265.25,95.65,121.39,113.0
335,2022-10-03,142.45,138.61,242.4,98.64,125.12,115.88
334,2022-10-04,146.1,140.28,249.44,101.64,131.67,121.09
333,2022-10-05,146.4,138.98,240.81,101.43,132.09,120.95
332,2022-10-06,145.43,139.07,238.13,101.42,131.3,120.3
331,2022-10-07,140.09,133.45,223.07,98.68,120.76,114.56
330,2022-10-10,140.42,133.79,222.96,97.86,116.7,113.67
329,2022-10-11,138.98,128.54,216.5,97.18,115.86,112.21
328,2022-10-12,138.34,127.5,217.24,97.56,115.0,112.9
327,2022-10-13,142.99,130.29,221.72,99.06,119.6,112.53
326,2022-10-14,138.38,126.76,204.99,96.56,112.27,106.9
325,2022-10-17,142.41,134.04,219.35,99.97,118.88,113.79
324,2022-10-18,143.75,132.8,220.19,100.77,119.67,116.36
323,2022-10-19,143.86,133.23,222.04,99.63,120.51,115.07
322,2022-10-20,143.39,131.53,207.28,99.97,121.94,115.25
321,2022-10-21,147.27,130.01,214.44,101.13,124.66,119.32
320,2022-10-24,149.45,129.72,211.25,102.52,125.99,119.82
319,2022-10-25,152.34,137.51,222.41,104.48,132.61,120.6
318,2022-10-26,149.35,129.82,224.64,94.93,128.96,115.66
317,2022-10-27,144.8,97.94,225.09,92.22,131.76,110.96
316,2022-10-28,155.74,99.2,228.52,96.29,138.34,103.41
315,2022-10-31,153.34,93.16,227.54,94.51,134.97,102.44
314,2022-11-01,150.65,95.2,227.82,90.47,135.43,96.79
313,2022-11-02,145.03,90.54,214.98,86.97,132.19,92.12
312,2022-11-03,138.88,88.91,215.31,83.43,134.21,89.3
311,2022-11-04,138.38,90.79,207.47,86.58,141.56,90.98
310,2022-11-07,138.92,96.72,197.08,88.49,143.01,90.53
309,2022-11-08,139.5,96.47,191.3,88.9,146.02,89.98
308,2022-11-09,134.87,101.47,177.59,87.32,137.76,86.14
307,2022-11-10,146.87,111.87,190.72,93.94,157.5,96.63
306,2022-11-11,149.7,113.02,195.97,96.41,163.27,100.79
305,2022-11-14,148.28,114.22,190.95,95.7,162.95,98.49
304,2022-11-15,150.04,117.08,194.42,98.44,166.66,98.94
303,2022-11-16,148.79,113.23,186.92,98.85,159.1,97.12
302,2022-11-17,150.72,111.45,183.17,98.36,156.77,94.85
