,Date Time,Apple_Price,Meta_Price,Tesla_Price,Google_Price,Nvidia_Price,Amazon_Price
301,2022-11-18,151.29,112.05,180.19,97.43,154.09,94.14
300,2022-11-21,148.01,109.86,167.87,95.6,153.17,92.46
299,2022-11-22,150.18,111.44,169.91,97.05,160.38,93.2
298,2022-11-23,151.07,112.24,183.2,98.46,165.19,94.13
297,2022-11-25,148.11,111.41,182.86,97.46,162.7,93.41
296,2022-11-28,144.22,108.78,182.92,96.05,158.27,93.95
295,2022-11-29,141.17,109.46,180.83,95.19,156.39,92.42
294,2022-11-30,148.03,118.1,194.7,100.99,169.23,96.54
293,2022-12-01,148.31,120.44,194.7,100.99,171.35,95.5
292,2022-12-02,147.81,123.49,194.86,100.44,168.76,94.13
291,2022-12-05,146.63,122.43,182.45,99.48,166.1,91.01
290,2022-12-06,142.91,114.12,179.82,96.98,159.87,88.25
289,2022-12-07,140.94,113.93,174.04,94.94,161.2,88.46
288,2022-12-08,142.65,115.33,173.44,93.71,171.69,90.35
287,2022-12-09,142.16,115.9,179.05,92.83,170.01,89.09
286,2022-12-12,144.49,114.71,167.82,93.31,175.35,90.55
285,2022-12-13,145.47,120.15,160.95,95.63,180.72,92.49
284,2022-12-14,143.21,121.59,156.8,95.07,176.74,91.58
283,2022-12-15,136.5,116.15,157.67,90.86,169.52,88.45
282,2022-12-16,134.51,119.43,150.23,90.26,165.71,87.86
281,2022-12-19,132.37,114.48,149.87,88.44,162.54,84.92
280,2022-12-20,132.3,117.09,137.8,89.02,160.85,85.19
279,2022-12-21,135.45,119.76,137.57,89.58,165.01,86.77
278,2022-12-22,132.23,117.12,125.35,87.76,153.39,83.79
277,2022-12-23,131.86,118.04,123.15,89.23,152.06,85.25
276,2022-12-27,130.03,116.88,109.1,87.39,141.21,83.04
275,2022-12-28,126.04,115.62,112.71,86.02,140.36,81.82
274,2022-12-29,129.61,120.26,121.82,88.45,146.03,84.18
273,2022-12-30,129.93,120.34,123.18,88.23,146.14,84.0
272,2023-01-03,125.07,124.74,108.1,89.12,143.15,85.82
271,2023-01-04,126.36,127.37,113.64,88.08,147.49,85.14
270,2023-01-05,125.02,126.94,110.34,86.2,142.65,83.12
269,2023-01-06,129.62,130.02,113.06,87.34,148.59,86.08
268,2023-01-09,130.15,129.47,119.77,88.02,156.28,87.36
267,2023-01-10,130.73,132.99,118.85,88.42,159.09,89.87
266,2023-01-11,133.49,132.89,123.22,91.52,160.01,95.09
265,2023-01-12,133.41,136.71,123.56,91.13,165.11,95.27
264,2023-01-13,134.76,136.98,122.4,92.12,168.99,98.12
263,2023-01-17,135.94,135.36,131.49,91.29,177.02,96.05
262,2023-01-18,135.21,133.02,128.78,91.12,173.77,95.46
261,2023-01-19,135.27,136.15,127.17,93.05,167.65,93.68
260,2023-01-20,137.87,139.37,133.42,98.02,178.39,97.25
259,2023-01-23,141.11,143.27,143.75,99.79,191.93,97.52
258,2023-01-24,142.53,143.14,143.89,97.7,192.65,96.32
257,2023-01-25,141.86,141.5,144.43,95.22,193.23,97.18
256,2023-01-26,143.96,147.3,160.27,97.52,198.02,99.22
255,2023-01-27,145.93,151.74,177.9,99.37,203.65,102.24
254,2023-01-30,143.0,147.06,166.66,96.94,191.62,100.55
253,2023-01-31,144.29,148.97,173.22,98.84,195.37,103.13
252,2023-02-01,145.43,153.12,181.41,100.43,209.43,105.15
251,2023-02-02,150.82,188.77,188.27,107.74,217.09,112.91
250,2023-02-03,154.5,186.53,189.98,104.78,211.0,103.39
249,2023-02-06,151.73,186.06,194.76,102.9,210.89,102.18
248,2023-02-07,154.65,191.62,196.81,107.64,221.73,102.11
247,2023-02-08,151.92,183.43,201.29,99.37,222.05,100.05
246,2023-02-09,150.87,177.92,207.32,95.01,223.37,98.24
245,2023-02-10,151.01,174.15,196.89,94.57,212.65,97.61
244,2023-02-13,153.85,179.43,194.64,94.61,217.88,99.54
243,2023-02-14,153.2,179.48,209.25,94.68,229.71,99.7
242,2023-02-15,155.33,177.16,214.24,96.94,227.64,101.16
241,2023-02-16,153.71,172.44,202.04,95.51,220.02,98.15
240,2023-02-17,152.55,172.88,208.31,94.35,213.88,97.2
239,2023-02-21,148.48,172.08,197.37,91.79,206.55,94.58
238,2023-02-22,148.91,171.12,200.86,91.65,207.54,95.79
237,2023-02-23,149.4,172.04,202.07,90.89,236.64,95.82
236,2023-02-24,146.71,170.39,196.88,89.13,232.86,93.5
235,2023-02-27,147.92,169.54,207.63,89.87,235.01,93.76
234,2023-02-28,147.41,174.94,205.71,90.06,232.16,94.23
233,2023-03-01,145.31,173.42,202.77,90.36,226.98,92.17
232,2023-03-02,145.91,174.53,190.9,92.0,233.14,92.13
231,2023-03-03,151.03,185.25,197.79,93.65,238.9,94.9
230,2023-03-06,153.83,184.9,193.81,95.13,235.54,93.75
229,2023-03-07,151.6,184.51,187.71,93.86,232.88,93.55
228,2023-03-08,152.87,184.97,182.0,94.25,241.81,93.92
227,2023-03-09,150.59,181.69,172.92,92.32,234.36,92.25
226,2023-03-10,148.5,179.51,173.44,90.63,229.65,90.73
225,2023-03-13,150.47,180.9,174.48,91.11,229.66,92.43
224,2023-03-14,152.59,194.02,183.26,93.97,240.63,94.88
223,2023-03-15,152.99,197.75,180.45,96.11,242.28,96.2
222,2023-03-16,155.85,204.93,184.13,100.32,255.41,100.04
221,2023-03-17,155.0,195.61,180.13,101.62,257.25,98.95
220,2023-03-20,157.4,197.81,183.25,101.22,259.0,97.71
219,2023-03-21,159.28,202.16,197.58,104.92,261.99,100.61
218,2023-03-22,157.83,199.81,191.15,103.37,264.68,98.7
217,2023-03-23,158.93,204.28,192.22,105.6,271.91,98.71
216,2023-03-24,160.25,206.01,190.41,105.44,267.79,98.13
215,2023-03-27,158.28,202.84,191.81,102.46,265.31,98.04
214,2023-03-28,157.65,200.68,189.19,101.03,264.1,97.24
213,2023-03-29,160.77,205.35,193.88,101.39,269.84,100.25
212,2023-03-30,162.36,207.84,195.28,100.89,273.83,102.0
211,2023-03-31,164.9,211.94,207.46,103.73,277.77,103.29
210,2023-04-03,166.17,213.07,194.77,104.36,279.65,102.41
209,2023-04-04,165.63,214.72,192.58,104.72,274.53,103.95
208,2023-04-05,163.76,211.48,185.52,104.47,268.81,101.1
207,2023-04-06,164.66,216.1,185.06,108.42,270.37,102.06
206,2023-04-10,162.03,214.75,184.51,106.44,275.79,102.17
205,2023-04-11,160.8,213.85,186.79,105.35,271.69,99.92
204,2023-04-12,160.1,214.0,180.54,104.64,264.95,97.83
203,2023-04-13,165.56,220.35,185.9,107.43,264.63,102.4
202,2023-04-14,165.21,221.49,185.0,108.87,267.58,102.51
201,2023-04-17,165.23,218.86,187.04,105.97,270.02,102.74
200,2023-04-18,166.47,217.89,184.31,104.5,276.67,102.3
199,2023-04-19,167.63,215.7,180.59,104.18,279.31,104.3
198,2023-04-20,166.65,213.07,162.99,105.29,271.04,103.81
197,2023-04-21,165.02,212.89,165.08,105.41,271.19,106.96
196,2023-04-24,165.33,212.79,162.55,105.97,270.42,106.21
195,2023-04-25,163.77,207.55,160.67,103.85,262.41,102.57
194,2023-04-26,163.76,209.4,153.75,103.71,269.56,104.98
193,2023-04-27,168.41,238.56,160.19,107.59,272.26,109.82
192,2023-04-28,169.68,240.32,164.31,107.34,277.49,105.45
191,2023-05-01,169.59,243.18,161.83,107.2,289.1,102.05
190,2023-05-02,168.54,239.24,160.31,105.32,282.1,103.63
189,2023-05-03,167.45,237.03,160.61,105.41,278.02,103.65
188,2023-05-04,165.79,233.52,161.2,104.69,275.62,104.0
187,2023-05-05,173.57,232.78,170.06,105.57,286.8,105.65
186,2023-05-08,173.5,233.27,171.79,107.77,291.51,105.83
185,2023-05-09,171.77,233.37,169.15,107.35,285.71,106.62
184,2023-05-10,173.55,233.08,168.54,111.75,288.85,110.19
183,2023-05-11,173.75,235.79,172.08,116.57,285.78,112.18
182,2023-05-12,172.57,233.81,167.98,117.51,283.4,110.26
181,2023-05-15,172.07,238.86,166.35,116.51,289.53,111.2
180,2023-05-16,172.07,238.82,166.52,119.51,292.13,113.4
179,2023-05-17,172.69,242.49,173.86,120.84,301.78,115.5
178,2023-05-18,175.05,246.85,176.89,122.83,316.78,118.15
177,2023-05-19,175.16,245.64,180.14,122.76,312.64,116.25
176,2023-05-22,174.2,248.32,188.87,125.05,311.76,115.01
175,2023-05-23,171.56,246.74,185.77,122.56,306.88,114.99
174,2023-05-24,171.84,249.21,182.9,120.9,305.38,116.75
173,2023-05-25,172.99,252.69,184.47,123.48,379.8,115.0
172,2023-05-26,175.43,262.04,193.17,124.61,389.46,120.11
171,2023-05-30,177.3,262.52,201.16,123.67,401.11,121.66
170,2023-05-31,177.25,264.72,203.93,122.87,378.34,120.58
169,2023-06-01,180.09,272.61,207.52,123.72,397.7,122.77
168,2023-06-02,180.95,272.61,213.97,124.67,393.27,124.25
167,2023-06-05,179.58,271.39,217.61,126.01,391.71,125.3
166,2023-06-06,179.21,271.12,221.31,127.31,386.54,126.61
165,2023-06-07,177.82,263.6,224.57,122.5,374.75,121.23
164,2023-06-08,180.57,264.58,234.86,122.14,385.1,124.25
163,2023-06-09,180.96,264.95,244.4,122.23,387.7,123.43
162,2023-06-12,183.79,271.05,249.83,123.64,394.82,126.57
161,2023-06-13,183.31,271.32,258.71,123.83,410.22,126.66
160,2023-06-14,183.95,273.35,256.79,123.67,429.97,126.42
159,2023-06-15,186.01,281.83,255.9,125.09,426.53,127.11
158,2023-06-16,184.92,281.0,260.54,123.53,426.92,125.49
157,2023-06-20,185.01,284.33,274.45,123.1,438.08,125.78
156,2023-06-21,183.96,281.64,259.46,120.55,430.45,124.83
155,2023-06-22,187.0,284.88,264.61,123.15,430.25,130.15
154,2023-06-23,186.68,288.73,256.6,122.34,422.09,129.33
153,2023-06-26,185.27,278.47,241.05,118.34,406.32,127.33
152,2023-06-27,188.06,287.05,250.21,118.33,418.76,129.18
151,2023-06-28,189.25,285.29,256.24,120.18,411.17,129.04
150,2023-06-29,189.59,281.53,257.5,119.1,408.22,127.9
149,2023-06-30,193.97,286.98,261.77,119.7,423.02,130.36
148,2023-07-03,192.46,286.02,279.82,119.9,424.13,130.22
147,2023-07-05,191.33,294.37,282.48,121.75,423.17,130.38
146,2023-07-06,191.81,291.99,276.54,120.11,421.03,128.36
145,2023-07-07,190.68,290.53,274.43,119.48,425.03,129.78
144,2023-07-10,188.61,294.1,269.61,116.45,421.8,127.13
143,2023-07-11,188.08,298.29,269.79,117.14,424.05,128.78
142,2023-07-12,189.77,309.34,271.99,118.93,439.02,130.8
141,2023-07-13,190.54,313.41,277.9,124.54,459.77,134.3
140,2023-07-14,190.69,308.87,281.38,125.42,454.69,134.68
139,2023-07-17,193.99,310.62,290.38,124.65,464.61,133.56
138,2023-07-18,193.73,312.05,293.34,123.76,474.94,132.83
137,2023-07-19,195.1,316.01,291.26,122.03,470.77,135.36
136,2023-07-20,193.13,302.52,262.9,119.2,455.2,129.96
135,2023-07-21,191.94,294.26,260.02,120.02,443.09,130.0
134,2023-07-24,192.75,291.61,269.06,121.53,446.12,128.8
133,2023-07-25,193.62,294.47,265.28,122.21,456.79,129.13
132,2023-07-26,194.5,298.57,264.35,129.27,454.52,128.15
131,2023-07-27,193.22,311.71,255.71,129.4,459.0,128.25
130,2023-07-28,195.83,325.48,266.44,132.58,467.5,132.21
129,2023-07-31,196.45,318.6,267.43,132.72,467.29,133.68
128,2023-08-01,195.6,322.71,261.07,131.55,465.07,131.69
127,2023-08-02,192.58,314.31,254.11,128.38,442.69,128.21
126,2023-08-03,191.17,313.19,259.32,128.45,445.15,128.91
125,2023-08-04,181.99,310.73,253.86,128.11,446.8,139.57
124,2023-08-07,178.85,316.56,251.45,131.53,454.17,142.22
123,2023-08-08,179.8,312.64,249.7,131.4,446.64,139.94
122,2023-08-09,178.19,305.21,242.19,129.66,425.54,137.85
121,2023-08-10,177.97,305.74,245.34,129.69,423.88,138.56
120,2023-08-11,177.79,301.64,242.65,129.56,408.55,138.41
119,2023-08-14,179.46,306.19,239.76,131.33,437.53,140.57
118,2023-08-15,177.45,301.95,232.96,129.78,439.4,137.67
117,2023-08-16,176.57,294.29,225.6,128.7,434.86,135.07
116,2023-08-17,174.0,285.09,219.22,129.92,433.43,133.98
115,2023-08-18,174.49,283.25,215.49,127.46,432.99,133.22
114,2023-08-21,175.84,289.9,231.28,128.37,469.67,134.68
113,2023-08-22,177.23,287.6,233.19,129.08,456.68,134.25
112,2023-08-23,181.12,294.24,236.86,132.37,471.16,135.52
111,2023-08-24,176.38,286.75,230.04,129.78,471.63,131.84
110,2023-08-25,178.61,285.5,238.59,129.88,460.18,133.26
109,2023-08-28,180.19,290.26,238.82,131.01,468.35,133.14
108,2023-08-29,184.12,297.99,257.18,134.57,487.84,134.91
107,2023-08-30,187.65,295.1,256.9,135.88,492.64,135.07
106,2023-08-31,187.87,295.89,258.08,136.17,493.55,138.01
105,2023-09-01,189.46,296.38,245.01,135.66,485.09,138.12
104,2023-09-05,189.7,300.15,256.49,135.77,485.48,137.27
103,2023-09-06,182.91,299.17,251.92,134.46,470.61,135.36
102,2023-09-07,177.56,298.67,251.49,135.26,462.41,137.85
101,2023-09-08,178.18,297.89,248.5,136.38,455.72,138.23
100,2023-09-11,179.36,307.56,273.58,136.92,451.78,143.1
99,2023-09-12,176.3,301.66,267.48,135.34,448.7,141.23
98,2023-09-13,174.21,305.06,271.3,136.71,454.85,144.85
97,2023-09-14,175.74,311.72,276.04,138.1,455.81,144.72
96,2023-09-15,175.01,300.31,274.39,137.4,439.0,140.39
95,2023-09-18,177.97,302.55,265.28,138.21,439.66,139.98
94,2023-09-19,179.07,305.07,266.5,138.04,435.2,137.63
93,2023-09-20,175.49,299.67,262.59,133.74,422.39,135.29
92,2023-09-21,173.93,295.73,255.7,130.44,410.17,129.33
91,2023-09-22,174.79,299.08,244.88,130.25,416.1,129.12
90,2023-09-25,176.08,300.83,246.99,131.11,422.22,131.27
89,2023-09-26,171.96,298.96,244.12,128.57,419.11,125.98
88,2023-09-27,170.43,297.74,240.5,130.54,424.68,125.98
87,2023-09-28,170.69,303.96,246.38,132.31,430.89,125.98
86,2023-09-29,171.21,300.21,250.22,130.86,434.99,127.12
85,2023-10-02,173.75,306.82,251.6,134.17,447.82,129.46
84,2023-10-03,172.4,300.94,246.53,132.43,435.17,124.72
83,2023-10-04,173.66,305.58,261.16,135.24,440.41,127.0
82,2023-10-05,174.91,304.79,260.05,135.07,446.88,125.96
81,2023-10-06,177.49,315.43,260.53,137.58,457.62,127.96
80,2023-10-09,178.99,318.36,259.67,138.42,452.73,128.26
79,2023-10-10,178.39,321.84,263.62,138.06,457.98,129.48
78,2023-10-11,179.8,327.82,262.99,140.55,468.06,131.83
77,2023-10-12,180.71,324.16,258.87,138.97,469.45,132.33
76,2023-10-13,178.85,314.69,251.12,137.36,454.61,129.79
75,2023-10-16,178.72,321.15,253.92,139.1,460.95,132.55
74,2023-10-17,177.15,324.0,254.85,139.72,439.38,131.47
73,2023-10-18,175.84,316.97,242.68,137.96,421.96,128.13
72,2023-10-19,175.46,312.81,220.11,137.75,421.01,128.4
71,2023-10-20,172.88,308.65,211.99,135.6,413.87,125.17
70,2023-10-23,173.0,314.01,212.08,136.5,429.75,126.56
69,2023-10-24,173.44,312.55,216.52,138.81,436.63,128.56
68,2023-10-25,171.1,299.53,212.42,125.61,417.79,121.39
67,2023-10-26,166.89,288.35,205.76,122.28,403.26,119.57
66,2023-10-27,168.22,296.73,207.3,122.17,405.0,127.74
65,2023-10-30,170.29,302.66,197.36,124.46,411.61,132.71
64,2023-10-31,170.77,301.27,200.84,124.08,407.8,133.09
63,2023-11-01,173.97,311.85,205.66,126.45,423.25,137.0
62,2023-11-02,177.57,310.87,218.51,127.49,435.06,138.07
61,2023-11-03,176.65,314.6,219.96,129.1,450.05,138.6
60,2023-11-06,179.23,315.8,219.27,130.25,457.51,139.74
59,2023-11-07,181.82,318.82,222.18,130.97,459.55,142.71
58,2023-11-08,182.89,319.78,222.11,131.84,465.74,142.08
57,2023-11-09,182.41,320.55,209.98,130.24,469.5,140.6
56,2023-11-10,186.4,328.77,214.65,132.59,483.35,143.56
55,2023-11-13,184.8,329.19,223.71,132.09,486.2,142.59
54,2023-11-14,187.44,336.31,237.41,133.62,496.56,145.8
53,2023-11-15,188.01,332.71,242.84,134.62,488.88,143.2
52,2023-11-16,189.71,334.19,233.59,136.93,494.8,142.83
51,2023-11-17,189.69,335.04,234.3,135.31,492.98,145.18
50,2023-11-20,191.45,339.97,235.6,136.25,504.09,146.13
49,2023-11-21,190.64,336.98,241.2,136.97,499.44,143.9
48,2023-11-22,191.31,341.49,234.21,138.49,487.16,146.71
47,2023-11-24,189.97,338.23,235.45,136.69,477.76,146.74
46,2023-11-27,189.79,334.7,236.08,136.41,482.42,147.73
45,2023-11-28,190.4,338.99,246.72,137.2,478.21,147.03
44,2023-11-29,189.37,332.2,244.14,134.99,481.4,146.32
43,2023-11-30,189.95,327.15,240.08,132.53,467.7,146.09
42,2023-12-01,191.24,324.82,238.83,131.86,467.65,147.03
41,2023-12-04,189.43,320.02,235.58,129.27,455.1,144.84
40,2023-12-05,193.42,318.29,238.72,130.99,465.66,146.88
39,2023-12-06,192.32,317.45,239.37,130.02,455.03,144.52
38,2023-12-07,194.27,326.59,242.64,136.93,465.96,146.88
37,2023-12-08,195.71,332.75,243.84,134.99,475.06,147.42
36,2023-12-11,193.18,325.28,239.74,133.29,466.27,145.89
35,2023-12-12,194.71,334.22,237.01,132.52,476.57,147.48
34,2023-12-13,197.96,334.74,239.29,132.57,480.88,148.84
33,2023-12-14,198.11,333.17,251.05,131.94,483.5,147.42
32,2023-12-15,197.57,334.92,253.5,132.6,488.9,149.97
31,2023-12-18,195.89,344.62,252.08,135.8,500.77,154.07
30,2023-12-19,196.94,350.36,257.22,136.65,496.04,153.79
29,2023-12-20,194.83,349.28,247.14,138.34,481.11,152.12
28,2023-12-21,194.68,354.09,254.5,140.42,489.9,153.84
27,2023-12-22,193.6,353.39,252.54,141.49,488.3,153.42
26,2023-12-26,193.05,354.83,256.61,141.52,492.79,153.41
25,2023-12-27,193.15,357.83,261.44,140.37,494.17,153.34
24,2023-12-28,193.58,358.32,253.18,140.23,495.22,153.38
23,2023-12-29,192.53,353.96,248.48,139.69,495.22,151.94
22,2024-01-02,185.64,346.29,248.42,138.17,481.68,149.93
21,2024-01-03,184.25,344.47,238.45,138.92,475.69,148.47
20,2024-01-04,181.91,347.12,237.93,136.39,479.98,144.57
19,2024-01-05,181.18,351.95,237.49,135.73,490.97,145.24
18,2024-01-08,185.56,358.66,240.45,138.84,522.53,149.1
17,2024-01-09,185.14,357.43,234.96,140.95,531.4,151.37
16,2024-01-10,186.19,370.47,233.94,142.28,543.5,153.73
15,2024-01-11,185.59,369.67,227.22,142.08,548.22,155.18
14,2024-01-12,185.92,374.49,218.89,142.65,547.1,154.62
13,2024-01-16,183.63,367.46,219.91,142.49,563.82,153.16
12,2024-01-17,182.68,368.37,215.55,141.47,560.53,151.71
11,2024-01-18,188.63,376.13,211.88,143.48,571.07,153.5
10,2024-01-19,191.56,383.45,212.19,146.38,594.91,155.34
9,2024-01-22,193.89,381.78,208.8,145.99,596.54,154.78
8,2024-01-23,195.18,385.2,209.14,147.04,598.73,156.02
7,2024-01-24,194.5,390.7,207.83,148.7,613.62,156.87
6,2024-01-25,194.17,393.18,182.63,151.87,616.17,157.75
5,2024-01-26,192.42,394.14,183.25,152.18,610.31,159.12
4,2024-01-29,191.73,401.02,190.93,153.51,624.65,161.26
3,2024-01-30,188.04,400.06,191.59,151.46,627.74,159.0
2,2024-01-31,184.4,390.14,187.29,140.1,615.27,155.2
1,2024-02-01,186.86,394.78,188.86,141.16,630.27,159.28
0,2024-02-02,185.85,474.99,187.91,142.38,661.6,171.81
